"one","two","four","eight","ten","twenty","thirty","forty","fifty","sixty"
0.0392704845291558,0.0429105483879855,0.0279499862637443,0.030214595389216,0.0287620349469344,0.0237948592017011,0.021166275220869,0.0193429718755754,0.0209096455368262,0.0194835347747236
0.0683761539883853,0.0611900882255827,0.0542908371649059,0.0503325140392639,0.0463072038241001,0.0405917557474584,0.0386043052327541,0.0361449114158444,0.0349464323419706,0.0335354692119211
0.0649363457244168,0.060715104868307,0.0527337540527645,0.0527221913242454,0.0485858068917052,0.0398759126520946,0.0378634498816562,0.0357848108681105,0.0355906382879542,0.0352600959435333
16,18,18,20,19,20,24,24,26,26
131.3320625,150.065558333333,127.812385714286,151.717847023809,144.62960952381,166.809381547619,169.95166547619,166.650911309524,179.893064285714,194.079051190476
139.150964285714,157.263794642857,127.915276785714,157.061883928571,148.481616071429,174.357955357143,177.427258928571,172.972910714286,188.615294642857,201.407428571429
