"instance","metodo","exec","fo","n","time","fitness"
"C109","OneAgent",0,827.300001859665,10,90.461,10827.3000018597
"C109","OneAgent",1,859.400002241135,10,121.553,10859.4000022411
"C109","OneAgent",2,830.900000333786,10,122.243,10830.9000003338
"C109","OneAgent",3,860.700001478195,10,133.717,10860.7000014782
"C109","OneAgent",4,853.300002098083,10,112.079,10853.3000020981
"C109","OneAgent",5,902.90000295639,10,134.288,10902.9000029564
"C109","OneAgent",6,921.100003957748,10,121.263,10921.1000039577
"C109","OneAgent",7,860.200003862381,10,139.329,10860.2000038624
"C109","OneAgent",8,869.00000500679,10,133.68,10869.0000050068
"C109","OneAgent",9,886.499996900558,10,3.624,10886.4999969006
"C109","OneAgent",10,827.300001859665,10,122.347,10827.3000018597
"C109","OneAgent",11,916.900003671646,10,123.469,10916.9000036716
"C109","OneAgent",12,827.300001859665,10,121.306,10827.3000018597
"C109","OneAgent",13,862.000001192093,10,94.532,10862.0000011921
"C109","OneAgent",14,925.699998617172,10,145.155,10925.6999986172
"C109","OneAgent",15,832.700003385544,10,82.953,10832.7000033855
"C109","OneAgent",16,864.300001144409,10,118.241,10864.3000011444
"C109","OneAgent",17,872.600004434586,10,120.851,10872.6000044346
"C109","OneAgent",18,845.600002288818,10,130.112,10845.6000022888
"C109","OneAgent",19,827.300001859665,10,66.235,10827.3000018597
"C109","OneAgent",20,866.500004529953,10,165.98,10866.50000453
"C109","OneAgent",21,879.90000128746,10,104.916,10879.9000012875
"C109","OneAgent",22,855.900001764297,10,129.166,10855.9000017643
"C109","OneAgent",23,909.100002765656,10,74.636,10909.1000027657
"C109","OneAgent",24,884.400003671646,10,142.769,10884.4000036716
"C109","OneAgent",25,853.300002098083,10,128.295,10853.3000020981
"C109","OneAgent",26,891.199999570847,10,58.982,10891.1999995708
"C109","OneAgent",27,934.200003862381,10,151.18,10934.2000038624
"C109","OneAgent",28,854.400002479553,10,102.492,10854.4000024796
"C109","OneAgent",29,832.700003385544,10,161.256,10832.7000033855
"C109","TwoAgent",0,854.800002336502,10,106.411,10854.8000023365
"C109","TwoAgent",1,827.300001859665,10,43.564,10827.3000018597
"C109","TwoAgent",2,838.300000905991,10,68.126,10838.300000906
"C109","TwoAgent",3,827.300001859665,10,66.14,10827.3000018597
"C109","TwoAgent",4,828.700002670288,10,87.183,10828.7000026703
"C109","TwoAgent",5,827.300001859665,10,56.597,10827.3000018597
"C109","TwoAgent",6,836.400003194809,10,127.874,10836.4000031948
"C109","TwoAgent",7,830.100002288818,10,132.324,10830.1000022888
"C109","TwoAgent",8,863.700000047684,10,151.007,10863.7000000477
"C109","TwoAgent",9,845.800000905991,10,151.599,10845.800000906
"C109","TwoAgent",10,827.300001859665,10,135.01,10827.3000018597
"C109","TwoAgent",11,827.600000143051,10,118.166,10827.6000001431
"C109","TwoAgent",12,828.000002622604,10,115.126,10828.0000026226
"C109","TwoAgent",13,827.300001859665,10,138.214,10827.3000018597
"C109","TwoAgent",14,853.100004434586,10,73.334,10853.1000044346
"C109","TwoAgent",15,827.300001859665,10,114.529,10827.3000018597
"C109","TwoAgent",16,827.300001859665,10,123.064,10827.3000018597
"C109","TwoAgent",17,848.400000333786,10,114.322,10848.4000003338
"C109","TwoAgent",18,827.600000143051,10,70.426,10827.6000001431
"C109","TwoAgent",19,853.300002098083,10,58.186,10853.3000020981
"C109","TwoAgent",20,856.000002145767,10,53.811,10856.0000021458
"C109","TwoAgent",21,827.300001859665,10,96.809,10827.3000018597
"C109","TwoAgent",22,854.400002479553,10,168.942,10854.4000024796
"C109","TwoAgent",23,827.300001859665,10,146.149,10827.3000018597
"C109","TwoAgent",24,844.700001716614,10,117.61,10844.7000017166
"C109","TwoAgent",25,827.300001859665,10,105.206,10827.3000018597
"C109","TwoAgent",26,844.700002670288,10,145.456,10844.7000026703
"C109","TwoAgent",27,859.10000371933,10,133.398,10859.1000037193
"C109","TwoAgent",28,847.400002241135,10,65.103,10847.4000022411
"C109","TwoAgent",29,853.40000128746,10,114.144,10853.4000012875
"C109","FourAgent",0,827.300001859665,10,104.232,10827.3000018597
"C109","FourAgent",1,827.300001859665,10,117.437,10827.3000018597
"C109","FourAgent",2,827.300001859665,10,58.746,10827.3000018597
"C109","FourAgent",3,827.300001859665,10,66.962,10827.3000018597
"C109","FourAgent",4,827.300001859665,10,139.879,10827.3000018597
"C109","FourAgent",5,827.300001859665,10,127.96,10827.3000018597
"C109","FourAgent",6,830.100002288818,10,123.457,10830.1000022888
"C109","FourAgent",7,827.300001859665,10,127.074,10827.3000018597
"C109","FourAgent",8,827.300001859665,10,111.669,10827.3000018597
"C109","FourAgent",9,827.300001859665,10,43.946,10827.3000018597
"C109","FourAgent",10,827.300001859665,10,54.11,10827.3000018597
"C109","FourAgent",11,838.500000715256,10,41.682,10838.5000007153
"C109","FourAgent",12,832.700003385544,10,140.602,10832.7000033855
"C109","FourAgent",13,827.300001859665,10,95.657,10827.3000018597
"C109","FourAgent",14,827.300001859665,10,64.994,10827.3000018597
"C109","FourAgent",15,827.300001859665,10,95.739,10827.3000018597
"C109","FourAgent",16,827.600000143051,10,37.866,10827.6000001431
"C109","FourAgent",17,859.400002717972,10,51.186,10859.400002718
"C109","FourAgent",18,827.300001859665,10,65.282,10827.3000018597
"C109","FourAgent",19,827.300001859665,10,129.219,10827.3000018597
"C109","FourAgent",20,827.300001859665,10,69.532,10827.3000018597
"C109","FourAgent",21,845.800000905991,10,59.857,10845.800000906
"C109","FourAgent",22,827.300001859665,10,76.032,10827.3000018597
"C109","FourAgent",23,827.300001859665,10,117.948,10827.3000018597
"C109","FourAgent",24,827.600000143051,10,127.171,10827.6000001431
"C109","FourAgent",25,838.500000715256,10,68.494,10838.5000007153
"C109","FourAgent",26,827.300001859665,10,54.283,10827.3000018597
"C109","FourAgent",27,827.300001859665,10,74.856,10827.3000018597
"C109","FourAgent",28,827.300001859665,10,39.992,10827.3000018597
"C109","FourAgent",29,847.100001096725,10,139.957,10847.1000010967
"C109","EightAgent",0,827.300001859665,10,39.755,10827.3000018597
"C109","EightAgent",1,827.300001859665,10,44.63,10827.3000018597
"C109","EightAgent",2,827.300001859665,10,66.26,10827.3000018597
"C109","EightAgent",3,827.300001859665,10,126.588,10827.3000018597
"C109","EightAgent",4,827.900000333786,10,96.992,10827.9000003338
"C109","EightAgent",5,827.300001859665,10,108.056,10827.3000018597
"C109","EightAgent",6,827.300001859665,10,102.524,10827.3000018597
"C109","EightAgent",7,827.300001859665,10,35.524,10827.3000018597
"C109","EightAgent",8,827.300001859665,10,80.105,10827.3000018597
"C109","EightAgent",9,827.300001859665,10,164.013,10827.3000018597
"C109","EightAgent",10,828.700002670288,10,41.215,10828.7000026703
"C109","EightAgent",11,827.300001859665,10,49.689,10827.3000018597
"C109","EightAgent",12,827.600000143051,10,62.093,10827.6000001431
"C109","EightAgent",13,827.300001859665,10,125.998,10827.3000018597
"C109","EightAgent",14,827.300001859665,10,72.768,10827.3000018597
"C109","EightAgent",15,827.300001859665,10,36.985,10827.3000018597
"C109","EightAgent",16,827.300001859665,10,89.439,10827.3000018597
"C109","EightAgent",17,827.300001859665,10,67.103,10827.3000018597
"C109","EightAgent",18,827.300001859665,10,37.295,10827.3000018597
"C109","EightAgent",19,836.900002241135,10,130.871,10836.9000022411
"C109","EightAgent",20,827.600000143051,10,124.751,10827.6000001431
"C109","EightAgent",21,827.300001859665,10,96.698,10827.3000018597
"C109","EightAgent",22,827.300001859665,10,37.787,10827.3000018597
"C109","EightAgent",23,828.700002670288,10,81.156,10828.7000026703
"C109","EightAgent",24,827.600000143051,10,59.262,10827.6000001431
"C109","EightAgent",25,833.00000166893,10,153.224,10833.0000016689
"C109","EightAgent",26,827.300001859665,10,25.729,10827.3000018597
"C109","EightAgent",27,827.300001859665,10,163.759,10827.3000018597
"C109","EightAgent",28,827.300001859665,10,37.55,10827.3000018597
"C109","EightAgent",29,838.300000905991,10,166.205,10838.300000906
"C109","TenAgent",0,827.300001859665,10,102.721,10827.3000018597
"C109","TenAgent",1,828.700002670288,10,154.622,10828.7000026703
"C109","TenAgent",2,827.300001859665,10,70.742,10827.3000018597
"C109","TenAgent",3,827.300001859665,10,79.886,10827.3000018597
"C109","TenAgent",4,827.300001859665,10,71.137,10827.3000018597
"C109","TenAgent",5,827.300001859665,10,129.303,10827.3000018597
"C109","TenAgent",6,827.300001859665,10,56.162,10827.3000018597
"C109","TenAgent",7,827.300001859665,10,75.593,10827.3000018597
"C109","TenAgent",8,827.300001859665,10,40.071,10827.3000018597
"C109","TenAgent",9,827.300001859665,10,127.032,10827.3000018597
"C109","TenAgent",10,827.300001859665,10,86.135,10827.3000018597
"C109","TenAgent",11,829.300000905991,10,113.138,10829.300000906
"C109","TenAgent",12,827.300001859665,10,128.544,10827.3000018597
"C109","TenAgent",13,827.300001859665,10,83.581,10827.3000018597
"C109","TenAgent",14,827.300001859665,10,90.267,10827.3000018597
"C109","TenAgent",15,827.300001859665,10,154.723,10827.3000018597
"C109","TenAgent",16,827.300001859665,10,86.703,10827.3000018597
"C109","TenAgent",17,828.700002670288,10,22.372,10828.7000026703
"C109","TenAgent",18,827.300001859665,10,85.552,10827.3000018597
"C109","TenAgent",19,827.300001859665,10,60.726,10827.3000018597
"C109","TenAgent",20,827.300001859665,10,74.568,10827.3000018597
"C109","TenAgent",21,827.300001859665,10,99.781,10827.3000018597
"C109","TenAgent",22,827.300001859665,10,82.074,10827.3000018597
"C109","TenAgent",23,827.300001859665,10,74.75,10827.3000018597
"C109","TenAgent",24,827.300001859665,10,89.476,10827.3000018597
"C109","TenAgent",25,827.300001859665,10,108.194,10827.3000018597
"C109","TenAgent",26,827.300001859665,10,106.729,10827.3000018597
"C109","TenAgent",27,827.300001859665,10,94.743,10827.3000018597
"C109","TenAgent",28,828.000002622604,10,79.992,10828.0000026226
"C109","TenAgent",29,827.300001859665,10,39.167,10827.3000018597
"C109","TwentyAgent",0,827.300001859665,10,116.006,10827.3000018597
"C109","TwentyAgent",1,827.300001859665,10,78.737,10827.3000018597
"C109","TwentyAgent",2,827.300001859665,10,110.835,10827.3000018597
"C109","TwentyAgent",3,827.300001859665,10,82.95,10827.3000018597
"C109","TwentyAgent",4,827.300001859665,10,127.242,10827.3000018597
"C109","TwentyAgent",5,827.300001859665,10,171.241,10827.3000018597
"C109","TwentyAgent",6,827.300001859665,10,155.198,10827.3000018597
"C109","TwentyAgent",7,827.300001859665,10,60.952,10827.3000018597
"C109","TwentyAgent",8,827.300001859665,10,154.313,10827.3000018597
"C109","TwentyAgent",9,827.300001859665,10,144.836,10827.3000018597
"C109","TwentyAgent",10,827.300001859665,10,80.211,10827.3000018597
"C109","TwentyAgent",11,827.300001859665,10,159.574,10827.3000018597
"C109","TwentyAgent",12,827.300001859665,10,68.5,10827.3000018597
"C109","TwentyAgent",13,827.300001859665,10,57.158,10827.3000018597
"C109","TwentyAgent",14,827.300001859665,10,59.92,10827.3000018597
"C109","TwentyAgent",15,827.300001859665,10,45.519,10827.3000018597
"C109","TwentyAgent",16,827.300001859665,10,106.289,10827.3000018597
"C109","TwentyAgent",17,827.300001859665,10,60.943,10827.3000018597
"C109","TwentyAgent",18,827.300001859665,10,25.613,10827.3000018597
"C109","TwentyAgent",19,827.300001859665,10,41.097,10827.3000018597
"C109","TwentyAgent",20,828.000002622604,10,78.483,10828.0000026226
"C109","TwentyAgent",21,827.300001859665,10,89.935,10827.3000018597
"C109","TwentyAgent",22,827.300001859665,10,99.321,10827.3000018597
"C109","TwentyAgent",23,827.300001859665,10,119.993,10827.3000018597
"C109","TwentyAgent",24,827.300001859665,10,74.616,10827.3000018597
"C109","TwentyAgent",25,827.300001859665,10,86.972,10827.3000018597
"C109","TwentyAgent",26,827.300001859665,10,31.783,10827.3000018597
"C109","TwentyAgent",27,827.300001859665,10,103.12,10827.3000018597
"C109","TwentyAgent",28,828.700002670288,10,74.728,10828.7000026703
"C109","TwentyAgent",29,827.300001859665,10,134.784,10827.3000018597
"C109","ThirtyAgent",0,827.300001859665,10,88.369,10827.3000018597
"C109","ThirtyAgent",1,827.600000143051,10,61.134,10827.6000001431
"C109","ThirtyAgent",2,827.600000143051,10,82.568,10827.6000001431
"C109","ThirtyAgent",3,827.300001859665,10,75.42,10827.3000018597
"C109","ThirtyAgent",4,827.300001859665,10,41.206,10827.3000018597
"C109","ThirtyAgent",5,827.300001859665,10,55.114,10827.3000018597
"C109","ThirtyAgent",6,827.300001859665,10,43.251,10827.3000018597
"C109","ThirtyAgent",7,827.600000143051,10,92.299,10827.6000001431
"C109","ThirtyAgent",8,827.300001859665,10,109.232,10827.3000018597
"C109","ThirtyAgent",9,827.300001859665,10,71.607,10827.3000018597
"C109","ThirtyAgent",10,827.300001859665,10,82.499,10827.3000018597
"C109","ThirtyAgent",11,827.300001859665,10,84.737,10827.3000018597
"C109","ThirtyAgent",12,827.300001859665,10,56.463,10827.3000018597
"C109","ThirtyAgent",13,827.300001859665,10,67.237,10827.3000018597
"C109","ThirtyAgent",14,827.300001859665,10,109.84,10827.3000018597
"C109","ThirtyAgent",15,827.300001859665,10,121.216,10827.3000018597
"C109","ThirtyAgent",16,827.300001859665,10,109.357,10827.3000018597
"C109","ThirtyAgent",17,827.300001859665,10,71.497,10827.3000018597
"C109","ThirtyAgent",18,827.300001859665,10,128.673,10827.3000018597
"C109","ThirtyAgent",19,827.300001859665,10,59.78,10827.3000018597
"C109","ThirtyAgent",20,827.300001859665,10,102.436,10827.3000018597
"C109","ThirtyAgent",21,827.300001859665,10,121.575,10827.3000018597
"C109","ThirtyAgent",22,827.300001859665,10,86.476,10827.3000018597
"C109","ThirtyAgent",23,827.300001859665,10,79.506,10827.3000018597
"C109","ThirtyAgent",24,827.300001859665,10,113.636,10827.3000018597
"C109","ThirtyAgent",25,827.300001859665,10,170.3,10827.3000018597
"C109","ThirtyAgent",26,827.300001859665,10,83.972,10827.3000018597
"C109","ThirtyAgent",27,827.300001859665,10,96.78,10827.3000018597
"C109","ThirtyAgent",28,827.300001859665,10,118.949,10827.3000018597
"C109","ThirtyAgent",29,827.300001859665,10,169.797,10827.3000018597
"C109","FortyAgent",0,827.300001859665,10,109.002,10827.3000018597
"C109","FortyAgent",1,827.300001859665,10,64.058,10827.3000018597
"C109","FortyAgent",2,827.300001859665,10,46.954,10827.3000018597
"C109","FortyAgent",3,827.300001859665,10,70.163,10827.3000018597
"C109","FortyAgent",4,828.400002002716,10,86.296,10828.4000020027
"C109","FortyAgent",5,827.300001859665,10,167.279,10827.3000018597
"C109","FortyAgent",6,827.300001859665,10,110.913,10827.3000018597
"C109","FortyAgent",7,827.300001859665,10,47.419,10827.3000018597
"C109","FortyAgent",8,827.300001859665,10,161.481,10827.3000018597
"C109","FortyAgent",9,827.300001859665,10,89.228,10827.3000018597
"C109","FortyAgent",10,827.300001859665,10,97.736,10827.3000018597
"C109","FortyAgent",11,827.300001859665,10,147.845,10827.3000018597
"C109","FortyAgent",12,827.300001859665,10,57.052,10827.3000018597
"C109","FortyAgent",13,827.300001859665,10,116.687,10827.3000018597
"C109","FortyAgent",14,827.300001859665,10,53.64,10827.3000018597
"C109","FortyAgent",15,827.300001859665,10,66.155,10827.3000018597
"C109","FortyAgent",16,827.300001859665,10,160.087,10827.3000018597
"C109","FortyAgent",17,827.300001859665,10,58.474,10827.3000018597
"C109","FortyAgent",18,827.300001859665,10,72.764,10827.3000018597
"C109","FortyAgent",19,827.300001859665,10,183.335,10827.3000018597
"C109","FortyAgent",20,827.300001859665,10,87.28,10827.3000018597
"C109","FortyAgent",21,827.300001859665,10,140.284,10827.3000018597
"C109","FortyAgent",22,827.300001859665,10,107.266,10827.3000018597
"C109","FortyAgent",23,827.300001859665,10,102.794,10827.3000018597
"C109","FortyAgent",24,827.300001859665,10,40.654,10827.3000018597
"C109","FortyAgent",25,827.300001859665,10,123.857,10827.3000018597
"C109","FortyAgent",26,827.300001859665,10,39.52,10827.3000018597
"C109","FortyAgent",27,827.300001859665,10,131.405,10827.3000018597
"C109","FortyAgent",28,827.300001859665,10,27.783,10827.3000018597
"C109","FortyAgent",29,827.300001859665,10,114.191,10827.3000018597
"C109","FiftyAgent",0,828.000002622604,10,95.614,10828.0000026226
"C109","FiftyAgent",1,828.000002622604,10,120.56,10828.0000026226
"C109","FiftyAgent",2,827.300001859665,10,58.153,10827.3000018597
"C109","FiftyAgent",3,827.300001859665,10,71.066,10827.3000018597
"C109","FiftyAgent",4,827.300001859665,10,64.909,10827.3000018597
"C109","FiftyAgent",5,827.300001859665,10,81.704,10827.3000018597
"C109","FiftyAgent",6,827.300001859665,10,60.91,10827.3000018597
"C109","FiftyAgent",7,827.6000020504,10,36.661,10827.6000020504
"C109","FiftyAgent",8,827.600000143051,10,38.465,10827.6000001431
"C109","FiftyAgent",9,827.300001859665,10,110.595,10827.3000018597
"C109","FiftyAgent",10,827.300001859665,10,79.096,10827.3000018597
"C109","FiftyAgent",11,827.300001859665,10,86.699,10827.3000018597
"C109","FiftyAgent",12,827.300001859665,10,110.652,10827.3000018597
"C109","FiftyAgent",13,827.300001859665,10,83.205,10827.3000018597
"C109","FiftyAgent",14,827.300001859665,10,117.598,10827.3000018597
"C109","FiftyAgent",15,827.300001859665,10,138.068,10827.3000018597
"C109","FiftyAgent",16,827.300001859665,10,105.833,10827.3000018597
"C109","FiftyAgent",17,827.300001859665,10,81.074,10827.3000018597
"C109","FiftyAgent",18,827.300001859665,10,77.275,10827.3000018597
"C109","FiftyAgent",19,827.300001859665,10,115.011,10827.3000018597
"C109","FiftyAgent",20,827.300001859665,10,34.393,10827.3000018597
"C109","FiftyAgent",21,827.600000143051,10,98.949,10827.6000001431
"C109","FiftyAgent",22,827.300001859665,10,90.948,10827.3000018597
"C109","FiftyAgent",23,827.300001859665,10,28.958,10827.3000018597
"C109","FiftyAgent",24,827.300001859665,10,93.111,10827.3000018597
"C109","FiftyAgent",25,827.300001859665,10,100.661,10827.3000018597
"C109","FiftyAgent",26,827.300001859665,10,125.302,10827.3000018597
"C109","FiftyAgent",27,827.300001859665,10,108.425,10827.3000018597
"C109","FiftyAgent",28,827.300001859665,10,75.733,10827.3000018597
"C109","FiftyAgent",29,827.300001859665,10,91.054,10827.3000018597
"C109","SixtyAgent",0,827.300001859665,10,69.819,10827.3000018597
"C109","SixtyAgent",1,827.300001859665,10,113.911,10827.3000018597
"C109","SixtyAgent",2,827.300001859665,10,100.45,10827.3000018597
"C109","SixtyAgent",3,827.6000020504,10,75.669,10827.6000020504
"C109","SixtyAgent",4,827.300001859665,10,138.731,10827.3000018597
"C109","SixtyAgent",5,827.300001859665,10,56.54,10827.3000018597
"C109","SixtyAgent",6,827.300001859665,10,41.903,10827.3000018597
"C109","SixtyAgent",7,827.300001859665,10,138.74,10827.3000018597
"C109","SixtyAgent",8,827.300001859665,10,82.626,10827.3000018597
"C109","SixtyAgent",9,827.300001859665,10,113.018,10827.3000018597
"C109","SixtyAgent",10,827.300001859665,10,116.666,10827.3000018597
"C109","SixtyAgent",11,827.300001859665,10,91.688,10827.3000018597
"C109","SixtyAgent",12,827.300001859665,10,31.635,10827.3000018597
"C109","SixtyAgent",13,827.300001859665,10,102.755,10827.3000018597
"C109","SixtyAgent",14,827.300001859665,10,243.637,10827.3000018597
"C109","SixtyAgent",15,828.700000286102,10,95.095,10828.7000002861
"C109","SixtyAgent",16,827.300001859665,10,101.037,10827.3000018597
"C109","SixtyAgent",17,827.300001859665,10,112.72,10827.3000018597
"C109","SixtyAgent",18,827.300001859665,10,98.587,10827.3000018597
"C109","SixtyAgent",19,827.300001859665,10,99.317,10827.3000018597
"C109","SixtyAgent",20,827.300001859665,10,26.144,10827.3000018597
"C109","SixtyAgent",21,827.600000143051,10,5.427,10827.6000001431
"C109","SixtyAgent",22,827.300001859665,10,35.063,10827.3000018597
"C109","SixtyAgent",23,827.300001859665,10,45.717,10827.3000018597
"C109","SixtyAgent",24,827.300001859665,10,108.412,10827.3000018597
"C109","SixtyAgent",25,827.300001859665,10,121.854,10827.3000018597
"C109","SixtyAgent",26,827.300001859665,10,96.655,10827.3000018597
"C109","SixtyAgent",27,827.300001859665,10,88.496,10827.3000018597
"C109","SixtyAgent",28,827.600000143051,10,112.744,10827.6000001431
"C109","SixtyAgent",29,827.600000143051,10,143.059,10827.6000001431
"C208","OneAgent",0,585.800002813339,3,21,3585.80000281334
"C208","OneAgent",1,585.800002813339,3,8.941,3585.80000281334
"C208","OneAgent",2,645.00000333786,3,30.048,3645.00000333786
"C208","OneAgent",3,585.800002813339,3,9.181,3585.80000281334
"C208","OneAgent",4,606.600003957748,3,8.327,3606.60000395775
"C208","OneAgent",5,585.800002813339,3,9.509,3585.80000281334
"C208","OneAgent",6,589.000002622604,3,34.943,3589.0000026226
"C208","OneAgent",7,585.800002813339,3,2.074,3585.80000281334
"C208","OneAgent",8,671.400003194809,3,32.594,3671.40000319481
"C208","OneAgent",9,586.900003194809,3,17.95,3586.90000319481
"C208","OneAgent",10,585.800002813339,3,32.379,3585.80000281334
"C208","OneAgent",11,585.800002813339,3,28.188,3585.80000281334
"C208","OneAgent",12,598.300002813339,3,11.562,3598.30000281334
"C208","OneAgent",13,585.800002813339,3,8.423,3585.80000281334
"C208","OneAgent",14,740.90000128746,3,24.938,3740.90000128746
"C208","OneAgent",15,606.600003957748,3,17.333,3606.60000395775
"C208","OneAgent",16,585.800002813339,3,1.75,3585.80000281334
"C208","OneAgent",17,598.300002813339,3,23.349,3598.30000281334
"C208","OneAgent",18,589.300002813339,3,30.325,3589.30000281334
"C208","OneAgent",19,585.800002813339,3,14.32,3585.80000281334
"C208","OneAgent",20,661.400003671646,3,28.253,3661.40000367165
"C208","OneAgent",21,589.000002622604,3,24.048,3589.0000026226
"C208","OneAgent",22,585.800002813339,3,3.523,3585.80000281334
"C208","OneAgent",23,687.800003767014,3,3.179,3687.80000376701
"C208","OneAgent",24,585.800002813339,3,12.565,3585.80000281334
"C208","OneAgent",25,606.600003957748,3,10.468,3606.60000395775
"C208","OneAgent",26,704.000001192093,3,33.775,3704.00000119209
"C208","OneAgent",27,598.300002813339,3,6.19,3598.30000281334
"C208","OneAgent",28,585.800002813339,3,31.243,3585.80000281334
"C208","OneAgent",29,585.800002813339,3,10.82,3585.80000281334
"C208","TwoAgent",0,598.300002813339,3,6.428,3598.30000281334
"C208","TwoAgent",1,612.200002908707,3,28.759,3612.20000290871
"C208","TwoAgent",2,585.800002813339,3,28.51,3585.80000281334
"C208","TwoAgent",3,588.000002622604,3,22.265,3588.0000026226
"C208","TwoAgent",4,585.800002813339,3,5.968,3585.80000281334
"C208","TwoAgent",5,592.800002813339,3,9.069,3592.80000281334
"C208","TwoAgent",6,585.800002813339,3,32.656,3585.80000281334
"C208","TwoAgent",7,586.900003194809,3,3.348,3586.90000319481
"C208","TwoAgent",8,602.600004196167,3,23.896,3602.60000419617
"C208","TwoAgent",9,589.300002813339,3,31.156,3589.30000281334
"C208","TwoAgent",10,585.800002813339,3,1.597,3585.80000281334
"C208","TwoAgent",11,585.800002813339,3,8.121,3585.80000281334
"C208","TwoAgent",12,585.800002813339,3,5.982,3585.80000281334
"C208","TwoAgent",13,585.800002813339,3,28.273,3585.80000281334
"C208","TwoAgent",14,585.800002813339,3,18.075,3585.80000281334
"C208","TwoAgent",15,587.400003194809,3,20.599,3587.40000319481
"C208","TwoAgent",16,586.900003194809,3,24.754,3586.90000319481
"C208","TwoAgent",17,640.400003671646,3,39.811,3640.40000367165
"C208","TwoAgent",18,585.800002813339,3,14.054,3585.80000281334
"C208","TwoAgent",19,642.700003385544,3,7.897,3642.70000338554
"C208","TwoAgent",20,592.800002813339,3,4.77,3592.80000281334
"C208","TwoAgent",21,585.800002813339,3,43.762,3585.80000281334
"C208","TwoAgent",22,586.200002908707,3,44.847,3586.20000290871
"C208","TwoAgent",23,585.800002813339,3,10.725,3585.80000281334
"C208","TwoAgent",24,585.800002813339,3,29.136,3585.80000281334
"C208","TwoAgent",25,585.800002813339,3,3.287,3585.80000281334
"C208","TwoAgent",26,585.800002813339,3,8.271,3585.80000281334
"C208","TwoAgent",27,589.300002813339,3,13.384,3589.30000281334
"C208","TwoAgent",28,585.800002813339,3,16.336,3585.80000281334
"C208","TwoAgent",29,598.300002813339,3,31.851,3598.30000281334
"C208","FourAgent",0,585.800002813339,3,22.128,3585.80000281334
"C208","FourAgent",1,585.800002813339,3,27.515,3585.80000281334
"C208","FourAgent",2,585.800002813339,3,10.637,3585.80000281334
"C208","FourAgent",3,585.800002813339,3,6.843,3585.80000281334
"C208","FourAgent",4,585.800002813339,3,16.132,3585.80000281334
"C208","FourAgent",5,585.800002813339,3,9.314,3585.80000281334
"C208","FourAgent",6,585.800002813339,3,19.567,3585.80000281334
"C208","FourAgent",7,585.800002813339,3,10.629,3585.80000281334
"C208","FourAgent",8,585.800002813339,3,4.568,3585.80000281334
"C208","FourAgent",9,585.800002813339,3,1.924,3585.80000281334
"C208","FourAgent",10,585.800002813339,3,15.329,3585.80000281334
"C208","FourAgent",11,585.800002813339,3,29.812,3585.80000281334
"C208","FourAgent",12,585.800002813339,3,16.046,3585.80000281334
"C208","FourAgent",13,585.800002813339,3,17.986,3585.80000281334
"C208","FourAgent",14,585.800002813339,3,9.751,3585.80000281334
"C208","FourAgent",15,586.200002908707,3,2.723,3586.20000290871
"C208","FourAgent",16,586.900003194809,3,10.12,3586.90000319481
"C208","FourAgent",17,585.800002813339,3,18.875,3585.80000281334
"C208","FourAgent",18,585.800002813339,3,4.482,3585.80000281334
"C208","FourAgent",19,585.800002813339,3,8.765,3585.80000281334
"C208","FourAgent",20,585.800002813339,3,10.347,3585.80000281334
"C208","FourAgent",21,585.800002813339,3,0.528,3585.80000281334
"C208","FourAgent",22,585.800002813339,3,8.628,3585.80000281334
"C208","FourAgent",23,585.800002813339,3,17.164,3585.80000281334
"C208","FourAgent",24,585.800002813339,3,8.233,3585.80000281334
"C208","FourAgent",25,585.800002813339,3,21.983,3585.80000281334
"C208","FourAgent",26,585.800002813339,3,18.439,3585.80000281334
"C208","FourAgent",27,585.800002813339,3,5.133,3585.80000281334
"C208","FourAgent",28,585.800002813339,3,4.811,3585.80000281334
"C208","FourAgent",29,585.800002813339,3,19.508,3585.80000281334
"C208","EightAgent",0,585.800002813339,3,5.565,3585.80000281334
"C208","EightAgent",1,587.100003004074,3,0.875,3587.10000300407
"C208","EightAgent",2,585.800002813339,3,8.667,3585.80000281334
"C208","EightAgent",3,585.800002813339,3,0.741,3585.80000281334
"C208","EightAgent",4,585.800002813339,3,16.917,3585.80000281334
"C208","EightAgent",5,587.300003290176,3,0.7,3587.30000329018
"C208","EightAgent",6,585.800002813339,3,4.374,3585.80000281334
"C208","EightAgent",7,585.800002813339,3,19.551,3585.80000281334
"C208","EightAgent",8,585.800002813339,3,12.419,3585.80000281334
"C208","EightAgent",9,585.800002813339,3,10.314,3585.80000281334
"C208","EightAgent",10,586.200002908707,3,14.42,3586.20000290871
"C208","EightAgent",11,585.800002813339,3,5.435,3585.80000281334
"C208","EightAgent",12,586.200002908707,3,0.694,3586.20000290871
"C208","EightAgent",13,585.800002813339,3,2.897,3585.80000281334
"C208","EightAgent",14,585.800002813339,3,7.433,3585.80000281334
"C208","EightAgent",15,585.800002813339,3,11.182,3585.80000281334
"C208","EightAgent",16,585.800002813339,3,16.003,3585.80000281334
"C208","EightAgent",17,585.800002813339,3,14.158,3585.80000281334
"C208","EightAgent",18,585.800002813339,3,1.559,3585.80000281334
"C208","EightAgent",19,585.800002813339,3,2.53,3585.80000281334
"C208","EightAgent",20,586.200002908707,3,22.253,3586.20000290871
"C208","EightAgent",21,585.800002813339,3,0.753,3585.80000281334
