instancia	literatura	one	one_m	one_md	one_m_time	one_time	two	two_m	two_md	two_m_time	two_time	four	four_m	four_md	four_m_time	four_time	eight	eight_m	eight_md	eight_m_time	eight_time	ten	ten_m	ten_md	ten_m_time	ten_time	twenty	twenty_m	twenty_md	twenty_m_time	twenty_time	thirty	thirty_m	thirty_md	thirty_m_time	thirty_time	forty	forty_m	forty_md	forty_m_time	forty_time	fifty	fifty_m	fifty_md	fifty_m_time	fifty_time	sixty	sixty_m	sixty_md	sixty_m_time	sixty_time	one_g	one_m_g	one_md_g	two_g	two_m_g	two_md_g	four_g	four_m_g	four_md_g	eight_g	eight_m_g	eight_md_g	ten_g	ten_m_g	ten_md_g	twenty_g	twenty_m_g	twenty_md_g	thirty_g	thirty_m_g	thirty_md_g	forty_g	forty_m_g	forty_md_g	fifty_g	fifty_m_g	fifty_md_g	sixty_g	sixty_m_g	sixty_md_g
R109	12194.73	13173.499994278	13310.9699965954	13208.6499968767	247.583633333333	245242	13165.6999955177	13263.983329622	13190.8999954462	293.716166666667	310.8295	13165.3999927044	13188.8166627328	13187.1499958038	205.584233333333	189.7685	13163.0999965668	13182.1999957403	13181.2999978065	274.708333333333	278.2475	13161.299998045	13177.9533290068	13178.449996233	281.821766666667	293779	13155.8999967575	13172.1666631381	13172.1499958038	340.7682	351.8415	13158.5999979973	13169.7599962473	13169.2499952316	317.816966666667	338005	13152.5999958515	13168.5733295043	13169.499994874	288.0332	297.2065	13159.0999927521	13168.836662213	13169.6999944448	313.0656	351546	13149.5999968052	13167.3899960995	13168.349996686	393.872466666667	414.6875	0.0802617191424455	0.091534621643561	0.0831441119956503	0.0796220986867058	0.0876815911153385	0.0816885650970711	0.0795974976653351	0.0815177263238105	0.0813810552430299	0.0794088919202617	0.080975142191771	0.0809013399892043	0.0792612872974611	0.0806269043272652	0.0806676323488086	0.0788184729598366	0.0801523824748947	0.0801510157095593	0.0790398801775262	0.0799550294469244	0.0799132080194993	0.0785478641881794	0.0798577196464645	0.0799337086490641	0.0790808810651876	0.0798793136226064	0.0799501091409853	0.0783018563596891	0.0797606831885144	0.0798394057667519
R208	2726.82	2737.99999761581	2786.67666541735	2787.14999955893	63.0825	73536	2738.7999972105	2768.5866653045	2765.74999713898	72.9835	75686	2730.20000016689	2750.68333186309	2748.50000047684	72.7612	73.1795	2734.7999972105	2749.58333194256	2747.59999936819	75.2735666666667	76599	2730.89999723434	2744.4933319966	2741.99999970198	76.6252666666667	77306	2729.99999880791	2739.60999874671	2738.04999947548	98.5115	99261	2726.82	2734.78333155314	2733.44999742508	87.4282666666667	93.3595	2726.82	2735.06333171527	2734.89999824762	95.6854666666667	100.9485	2726.82	2734.04666448037	2734.2999971509	106.837566666667	112032	2726.82	2732.72999841372	2732.44999909401	109.778833333333	112.0275	0.00410001306129999	0.0219510878669488	0.0221246725339133	0.00439339494741217	0.0153169865647537	0.0142767022168595	0.00123953915802761	0.00875134107241603	0.00795065331662412	0.00292648477365666	0.00834794080377807	0.00762059812095797	0.00149624736298851	0.00648129762749272	0.00556692400010878	0.00116619315096227	0.00469044482096824	0.00411835012046228	0	0.00292037301807269	0.00243140266870537	0	0.00302305678969124	0.00296315790834132	0	0.00265021691214238	0.00274312098007856	0	0.00216735919999175	0.00206467573730911
RC105	14629.44	15559.6000041962	16324.7300039291	16573.8500044346	288.644266666667	300.0985	15581.7000041008	16323.1100034793	16569.0500016212	362.772666666667	385.09	15552.3000020981	15922.7100038211	15620.1500070095	272.309966666667	266.6945	15536.700003624	15748.5200040023	15589.3000049591	335.115633333333	352995	15556.0000009537	15648.0400035302	15582.1500036716	332.6953	338.3225	15547.7000026703	15571.280003341	15568.6500020027	368.571966666667	399732	15543.1000037193	15567.7500038147	15565.150001049	356.521266666667	360337	15543.4000034332	15565.5900035063	15564.3500044346	341.005933333333	358.5365	15536.9000034332	15559.9400038878	15559.350004673	387.012333333333	408986	15543.6000032425	15561.9466701825	15561.3500034809	400.466833333333	425181	0.0635813813923271	0.115882084613569	0.132910761070457	0.0650920338783165	0.115771348970249	0.132582655359415	0.0630823874391694	0.0884018803058118	0.0677202959928409	0.0620160446075832	0.0764950677539436	0.0656115343416498	0.0633353020316344	0.0696267255294929	0.065122793741363	0.0627679530228285	0.0643797714294626	0.0641999968558411	0.0624535186390818	0.0641384771949368	0.0639607531832415	0.0624740252144461	0.0639908296904285	0.063906069161539	0.0620297156578261	0.0636046221788265	0.0635642925958207	0.062487696264689	0.0637417884883184	0.063701003147141
RC205	5297.65	5337.40000247955	5481.46000351906	5441.15000224113	98.3889666666667	108868	5366.10000324249	5409.1466708978	5402.35000538826	116.772533333333	115963	5322.50000572205	5380.33333732287	5380.55000281334	112.3765	111885	5315.20000505447	5363.99000349045	5363.00000286102	131.0466	135.5415	5344.90000581741	5371.80333704948	5371.05000543594	118.1785	125086	5317.80000257492	5350.90000319481	5352.45000386238	137.330733333333	139.4975	5331.00000143051	5347.50333635012	5344.25000023842	128.0397	137521	5313.5000038147	5343.45333692233	5343.2000041008	123.7525	127.3245	5309.40000247955	5333.36666997274	5335.79999995232	135.7317	149.0865	5305.20000219345	5337.58333684603	5337.05000257492	156.504366666667	165795	0.00750332741490162	0.0346965170441721	0.0270874826085406	0.0129208239960158	0.0210464396284771	0.0197634810507037	0.00469076019028178	0.0156075500123396	0.0156484484277632	0.00331279058723665	0.0125225342350756	0.0123356588036249	0.00891905011041003	0.0139974020649693	0.0138552009732512	0.00380357376854285	0.0100516272677148	0.0103442099539194	0.00629524438770244	0.00941046244091696	0.00879635314496408	0.0029918933517121	0.00864597263358803	0.0085981527848763	0.00221796503724361	0.00674198370461199	0.0072013062305582	0.00142516062658939	0.007537934149299	0.00743726040318274
C105	10828.94	10828.94	10847.1600019852	10828.94	12.8698333333333	9199	10828.94	10843.9366689682	10828.94	17.2105333333333	12748	10828.94	10828.94	10828.94	11.0402	5.5335	10828.94	10828.94	10828.94	9.71143333333333	9.0455	10828.94	10828.94	10828.94	5.74746666666667	5.1995	10828.94	10828.94	10828.94	3.72743333333333	2.7065	10828.94	10828.94	10828.94	3.93986666666667	3.3145	10828.94	10828.94	10828.94	3.09476666666667	2.5525	10828.94	10828.94	10828.94	3.3566	2.8425	10828.94	10828.94	10828.94	4.75643333333333	3712	0	0.00168252866718549	0	0	0.0013848695226126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C204	3590.6	3594.00000309944	3705.41666886012	3688.00000166893	66.0599333333333	68.3205	3590.6	3681.21666943232	3693.95000219345	86.3645333333333	90.7105	3590.6	3641.27666965326	3646.70000338554	82.6684	80.3695	3590.6	3612.61000308196	3594.00000309944	105.602433333333	107.7245	3590.6	3609.220003136	3595.35000288486	82.7158333333333	84473	3590.6	3593.92666986783	3594.00000309944	97.7514666666667	98638	3590.6	3593.35666975975	3591.40000343323	109.488633333333	106405	3590.6	3590.6	3590.6	100.581366666667	107935	3590.6	3590.6600030899	3590.6	108.8086	123106	3590.6	3590.6	3590.6	127006	131.0495	0.000946917813023344	0.0319770146661053	0.0271263860271069	0	0.0252371941826777	0.0287834908353621	0	0.0141137051337539	0.015624130614812	0	0.00612989558345614	0.000946917813023344	0	0.00518576369854593	0.00132289948333563	0	0.000926494142436784	0.000946917813023344	0	0.000767746270748723	0.000222804944362399	0	0	0	0	1.67111596682914e-05	0	0	0	0
R108	9960.88	10001.7999992371	10958.0466656248	10984.0499981642	275.0323	296.1815	10954.6999982595	10984.5399997632	10984.900000155	321.441633333333	338369	9997.49999856949	10938.1566662709	10971.1499979496	250.776166666667	251431	9979.10000109673	10868.4599998117	10966.3000004888	331.693066666667	337.1415	9987.19999599457	10804.8299988548	10964.6499958038	320.2055	322.1145	9974.40000188351	10668.5133332292	10954.9999991655	381.3755	412.9185	9966.19999814034	10602.8266661525	10951.6000013351	360.168633333333	384276	9966.79999923706	10337.2933316231	9984.89999687672	322.494133333333	336.8415	9961.79999732971	10406.2199994922	10005.6000000834	382.447366666667	429.7375	9961.29999709129	10243.5999989033	9989.34999811649	409628	425.1835	0.00410807069626994	0.100108290193716	0.102718835902468	0.0997723090991504	0.102768028503824	0.102804169928257	0.00367638186279619	0.0981114787318884	0.101423769581563	0.00182915576703326	0.0911144396691508	0.10093686506501	0.00264233641953007	0.0847264497569289	0.100771216579643	0.00135730998501213	0.0710412466799344	0.0998024270110207	0.000534089170870032	0.0644467824281066	0.0994610919251256	0.000594324922804145	0.0377891643733363	0.0024114332144065	9.23610493965106e-05	0.0447089011705963	0.00448956317950295	4.21646572686485e-05	0.0283830343205898	0.00285818101578315
R207	2890.61	3825.69999825954	3886.22999879519	3886.5499997139	115.8146	124645	3830.69999670982	3867.01666549047	3866.39999955893	134.0075	136.0035	2915.40000021458	3828.58999918302	3859.84999853373	111.2975	119498	2901.49999833107	3783.97666509946	3841.49999719858	137.934266666667	142141	2955.50000059605	3812.92999807596	3839.6999977231	106.715166666667	114.8195	3814.89999592304	3835.25666449467	3833.34999930859	143.421766666667	145.8605	2895.80000090599	3801.24333159924	3831.49999862909	134.4837	135.6975	2926.39999687672	3799.95666457415	3830.89999806881	140.556433333333	143.3375	2905.80000138283	3706.86666516066	3824.34999901056	150.533733333333	150066	2906.10000002384	3587.77333173354	3820.39999884367	144.622466666667	140.8955	0.323492272655095	0.344432489611255	0.344543193206243	0.325222010824644	0.337785680354828	0.337572346168776	0.00857604457694971	0.324492061946447	0.335306388109681	0.00376737032358908	0.309058179795774	0.328958246597978	0.0224485491284007	0.319074519937301	0.328335540845393	0.319756036242538	0.326798379751912	0.326138773237685	0.00179546908991198	0.315031544068289	0.325498769681518	0.012381468574701	0.314586424517367	0.325291200843009	0.00525494666621496	0.282382149498084	0.323025243464377	0.00535873051841713	0.24118207981483	0.321658749829161
RC104	11135.48	11177.0000026226	11601.503335309	11212.5999994278	110.0792	100.7045	11153.4000048637	11386.9733370384	11186.7000032663	133.069433333333	137.61	11144.7000002861	11175.6266695976	11174.4500024319	146.4091	143.5665	11135.48	11157.6433361689	11156.4500029087	168.438233333333	174119	11138.6000027657	11158.750003616	11159.3000047207	187.7995	193.7125	11135.48	11152.0566693385	11152.3000018597	246.8197	268661	11135.48	11146.570003136	11146.150000453	293.586933333333	314307	11135.48	11145.5933355252	11145.5000042915	271483	288.4445	11135.48	11145.7766695182	11146.5500047207	334.4443	351.8765	11135.48	11143.9433361689	11143.9500041008	310.105133333333	298905	0.00372862262090227	0.0418503140689966	0.00692561069911632	0.0016092709846131	0.0225848672027033	0.00459971220516179	0.000827984091040775	0.003605293134883	0.00349962484166555	0	0.00199033505236645	0.00188317009313537	0.000280185745531935	0.00208971715777092	0.00213910893115414	0	0.00148863536538568	0.00151048736647772	0	0.000995916039182839	0.000958198519776044	0	0.000908208314791549	0.000899826885911955	0	0.000924672265421254	0.000994120120613418	0	0.000760033350059881	0.000760632150639218
RC204	3798.46	3826.20000100136	3895.63666882515	3883.45000362396	67.0007333333333	71.21	3815.6000020504	3867.24333612124	3871.25000584126	92.0338333333333	96261	3818.40000128746	3854.48333570957	3856.7000027895	83.7397666666667	85.5235	3800.20000290871	3842.95666795572	3846.20000040531	89.2406666666667	90989	3802.00000309944	3843.00666893323	3842.95000195503	97.5563333333333	99142	3802.1000020504	3829.4400021553	3828.25000035763	114.273933333333	112.71	3800.40000128746	3821.64666885535	3823.10000312328	122.3611	127.5425	3803.60000395775	3817.67000242869	3817.45000243187	122.217333333333	120374	3801.0000026226	3817.17000187238	3816.95000052452	131.776133333333	135.1235	3799.40000224113	3815.06333516439	3813.90000224113	133.190033333333	139.5905	0.00730295988409987	0.0255831755040594	0.022374858133023	0.0045123555468268	0.018108216519653	0.01916303076543	0.00524949618726018	0.0147489602916897	0.0153325302331727	0.000458081145702898	0.0117143968755012	0.0125682514506699	0.000931957451030547	0.0117275603621553	0.0117126419535897	0.000958283633472445	0.00815593744709796	0.00784265211628603	0.000510733636121031	0.00610422878096627	0.00648684022558704	0.00135318101487139	0.00505731333979839	0.00499939513167691	0.000668692739321813	0.00492568090025442	0.00486776233645236	0.000247469301015308	0.00437107016116736	0.00406480580054406
C104	10824.78	10824.78	10852.656668369	10843.5500024557	143.231366666667	142392	10824.78	10844.5300015052	10827.8000028133	177.1959	172.7675	10824.78	10828.5666682402	10826.1500017643	178.749933333333	180.6335	10824.78	10825.7866681099	10826.0000026226	182.5965	172654	10824.78	10824.78	10824.78	213.499233333333	201.2005	10824.78	10824.78	10824.78	221.3492	232213	10824.78	10824.78	10824.78	267.606933333333	270836	10824.78	10824.78	10824.78	235.071066666667	223.5435	10824.78	10824.78	10824.78	256.5884	257.0365	10824.78	10824.78	10824.78	240.728866666667	221.2065	0	0.00257526419649873	0.00173398465887627	0	0.00182451758883003	0.000278989763610769	0	0.000349814799028629	0.000126561626591656	0	9.2996634563697e-05	0.000112704611327317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C203	3591.17	3591.17	3651.29000318845	3648.30000317097	22.7016333333333	16.62	3591.17	3620.64000220299	3597.70000219345	30.3253	31.9085	3591.17	3618.68666929404	3591.17	26403	29.0515	3591.17	3596.86333596706	3591.17	27.4143333333333	22.7465	3591.17	3591.17	3591.17	18.1009	14.6775	3591.17	3591.17	3591.17	18.8991333333333	14398	3591.17	3591.17	3591.17	16.5900666666667	17272	3591.17	3591.17	3591.17	17.4598	17846	3591.17	3591.17	3591.17	14.8607666666667	15069	3591.17	3591.17	3591.17	10.9250666666667	8.6665	0	0.0167410629929663	0.0159084652553254	0	0.00820623980568656	0.00181834950543997	0	0.0076623131998873	0	0	0.00158537077528043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R107	11104.66	12084.100002408	12141.5133334359	12133.3000034094	133.956566666667	135914	12089.9000005722	12127.2966675242	12118.6499985456	153.324533333333	154.9385	12068.3000034094	12108.0700010657	12102.1000023484	177.286433333333	186.8695	12074.6999994516	12096.0000003179	12096.2499988675	190.663433333333	194117	12079.9999990463	12096.776667738	12094.7500051856	263.0586	268292	11137.9999989271	12027.6933336814	12091.5500000119	290.514866666667	308877	11130.5000032187	11992.3766672651	12085.1499972939	302.296133333333	321.1385	11125.7000039816	11957.8333347122	12083.6999995112	311.727866666667	336377	11113.2000002861	11957.1900003115	12082.1000016332	355.5821	388.4105	11125.3000042439	11799.8800005754	12076.8000016212	355.574866666667	364746	0.0882008096067802	0.0933710112183401	0.0926313820872846	0.0887231126907267	0.0920907679770636	0.091312115683474	0.0867779836041253	0.0903593627419238	0.089821750719826	0.0873543178676013	0.0892724316023986	0.0892949445428777	0.0878315949381904	0.0893423722777609	0.0891598666853019	0.00300234306382334	0.0831212602350206	0.0888716989094597	0.00232695131761359	0.0799409137483812	0.0882953640448199	0.00189470042140781	0.0768302077427123	0.0881647884321755	0.000769046534166957	0.0767722740103284	0.0880207049682897	0.00185867953128244	0.0626061491819996	0.0875434278601278
R206	3906.14	3938.79999685287	3985.17666555643	3979.84999966621	63.8195	65.5345	3919.19999694824	3973.42666494052	3970.49999856949	73.1744	75.1105	3923.80000030994	3960.29666523933	3959.54999625683	78.2157	81925	3910.6999976635	3950.8633318305	3951.59999758005	81.2351666666667	84666	3915.99999713898	3952.16999833981	3952.34999740124	84.0425	84.1745	3918.29999804497	3941.04999822776	3942.2999984622	105.801133333333	104064	3911.49999630451	3931.05333184401	3932.79999679327	121.325533333333	126001	3910.9999961853	3933.38999817769	3935.74999809265	120.598833333333	128.5925	3911.89999771118	3928.63999849558	3927.25000077486	128.8885	128564	3906.3999979496	3926.76333171924	3927.64999967813	117.291566666667	125.8985	0.00836119464557719	0.020233956170652	0.0188702913019539	0.00334345337039694	0.0172258713053082	0.0164766236155101	0.00452108739316673	0.0138644967254974	0.0136733440831175	0.00116739227562198	0.0114494953663979	0.0116380871090262	0.00252423034990481	0.0117840114127533	0.0118300924701208	0.00311304716291986	0.00893721121817326	0.00925722028964663	0.0013721976950422	0.00637799255633751	0.00682515137533991	0.00124419405994226	0.00697619598316684	0.00758037297502176	0.00147460093882497	0.00576016182102508	0.00540431238380102	6.65613494652898e-05	0.0052797215970855	0.0055067149866966
RC103	12261.67	12300.5000112057	13142.4266687552	13336.1499977112	116.3762	119049	12293.9000105858	13003.1100031853	13326.5000021458	140.126033333333	151.7405	12275.800006628	12722.7733369907	12365.1500045061	166.0407	162.2235	12272.4000036716	12457.4500044982	12330.9500069618	154.854333333333	155318	12274.8000061512	12447.0233374437	12321.6500031948	207.813633333333	218368	12261.67	12296.3466719945	12291.9000043869	260.542766666667	266.7605	12264.100007534	12290.0166725318	12286.0500050783	295.037666666667	314.8805	12263.0000081062	12292.3366724888	12285.700001955	304.235566666667	317.1735	12267.8000061512	12286.4466734727	12281.40000844	350.274566666667	375093	12265.2000062466	12281.2866724491	12276.3500063419	292.833633333333	310.2265	0.00316677999046404	0.0718300744315589	0.087629172674781	0.00262851720734491	0.0604681094161948	0.086842167677467	0.00115237211799342	0.0376052639640991	0.00843930757442592	0.000875085014655104	0.015966830333728	0.00565012816050525	0.00107081711962557	0.0151164839245935	0.00489166673012802	0	0.00282805457939467	0.00246540678283641	0.000198179165972256	0.00231181172970428	0.00198831032627005	0.000108468757211017	0.00250101923219669	0.001959765835733	0.000499932403269642	0.0020206606011027	0.00160908003885422	0.000287889516400841	0.00159983692670837	0.00119722732237404
RC203	4049.62	4082.80000400543	4185.37333738804	4183.25000679493	57.0550666666667	60.6715	4092.60000181198	4154.86666996479	4146.60000216961	65.1273	69.5725	4075.90000200272	4130.89667043686	4128.30000519753	65.4529333333333	70.6315	4082.50000452995	4112.19333680471	4109.10000193119	68.9835333333333	70.4935	4050.00000715256	4106.4433374087	4108.30000174046	76.5495333333333	76.1155	4073.20000076294	4099.84000358582	4097.70000469685	92.1924333333333	91004	4068.00000476837	4093.61333657106	4095.20000374317	106.411766666667	111113	4050.80000686646	4090.25667003791	4090.45000445843	109.873266666667	113.3105	4074.70000624657	4089.32333670457	4088.60000085831	112.5851	122.0685	4070.40000534058	4085.91667026679	4086.95000481606	113.118633333333	104.6415	0.00819336234151161	0.0335224878847988	0.0329981595297657	0.0106133419461533	0.0259892705895344	0.0239479265139962	0.00648949827458284	0.0200701968176914	0.0194289847436365	0.0081192814461488	0.0154516564034916	0.0146877983443362	9.38377310852579e-05	0.0140317702423193	0.01449024889754	0.00582276874445987	0.0124011644514339	0.0118727200815993	0.00453869863551931	0.0108635715378375	0.0112553779720497	0.000291387060132849	0.0100346872145795	0.0100824285879731	0.0061931752230004	0.00980421291493324	0.00962559471217225	0.00513134697590793	0.0089629817777439	0.00921815005261121
C103	10828.06	10828.06	10856.4400011937	10831.2500011921	179.1191	194542	10828.06	10838.5133347273	10828.06	165.3824	181.8965	10828.06	10831.0200015465	10828.06	164.106866666667	171.4225	10828.06	10828.06	10828.06	169.854433333333	171551	10828.06	10828.06	10828.06	96.5838	91708	10828.06	10828.06	10828.06	92.8885	84.7315	10828.06	10828.06	10828.06	88.6638	91.6735	10828.06	10828.06	10828.06	92.3079666666667	90329	10828.06	10828.06	10828.06	80.5022	75.3125	10828.06	10828.06	10828.06	89.5082	93651	0	0.00262096822456504	0.000294605053176045	0	0.000965393129266754	0	0	0.000273363977161386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C202	3591.56	3591.56	3615.43000321388	3591.56	11.4542666666667	10867	3591.56	3595.03000311852	3591.56	9.9531	7.3685	3591.56	3591.56	3591.56	8.09276666666667	6.7015	3591.56	3591.56	3591.56	4.81153333333333	4.8715	3591.56	3591.56	3591.56	4.28736666666667	4.1545	3591.56	3591.56	3591.56	2.89503333333333	2417	3591.56	3591.56	3591.56	2.24703333333333	1.8175	3591.56	3591.56	3591.56	2.4823	1.9355	3591.56	3591.56	3591.56	2.55533333333333	2353	3591.56	3591.56	3591.56	1.60893333333333	1.3455	0	0.00664613794949345	0	0	0.000966154851517238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R106	13252.03	13296.4999986887	14190.9999997536	14283.7999975681	336.008266666667	372.1105	13263.2999947071	14050.2499994675	14274.0499944687	396.416166666667	401.3365	13270.6999951601	14010.9433322191	14267.4999985695	300.660166666667	300.5	13256.49999547	13584.8899990161	13305.0999979973	359.446666666667	391.5955	13263.3999960423	13646.9966659983	13316.1000000238	326.340633333333	316.8305	13257.2999975681	13445.1366648714	13283.2000014782	361.633266666667	386367	13260.7999954224	13309.6566636483	13276.5999948978	336.696366666667	360737	13258.5999968052	13275.5533306599	13273.1999943256	361.163566666667	370.6245	13258.4999969006	13273.4666643103	13270.2499979138	357.453633333333	375.2215	13256.5999956131	13271.5999966621	13269.049998343	374.010833333333	397114	0.00335571219569358	0.0708548048679058	0.0778575054212924	0.00085043534515896	0.0602337905564304	0.0771217688511638	0.00140884039351723	0.0572677040588591	0.0766275052629286	0.000337306470785709	0.025117661144453	0.00400466932215542	0.000857981459614182	0.0298042387466901	0.00483473098263747	0.000397674738747938	0.0145718553965977	0.00235209258341511	0.000661785056505503	0.00434851593667438	0.00185405518232616	0.000495772859342334	0.00177507375548242	0.00159749067317514	0.000488226852833703	0.00161761362676472	0.00137488353964161	0.000344852495285439	0.00147675463020681	0.00128433140756474
R205	3994.43	4063.39999771118	4121.70333131154	4113.9999973774	56.5249	59.5475	4063.79999613762	4103.87666472594	4102.34999990463	78.7813666666667	81.3025	4030.19999551773	4071.65333102544	4073.04999780655	79.7473	83.4595	4022.3999941349	4057.99999702374	4058.39999520779	86.6320333333333	92763	4022.79999756813	4055.93666379452	4057.19999551773	74.3148	71.9725	4009.69999790192	4046.05666384697	4044.59999489784	94.5808	97.6705	4023.39999651909	4043.69666309357	4045.64999628067	99.6477666666667	106.0655	4017.69999933243	4041.17666376432	4040.19999682903	97.5597333333333	101413	4015.79999446869	4039.36999711196	4041.39999878407	108.9015	112181	4018.89999461174	4037.69332943757	4037.99999713898	118.352333333333	128568	0.0172665430890469	0.0318627016399195	0.02993418269375	0.0173666821392837	0.0273998204314356	0.0270176220148138	0.0089549686733103	0.0193327536157703	0.0196824072036684	0.007002249165689	0.015914660420571	0.0160147994101253	0.00710238946936876	0.0153981078137601	0.0157143811551913	0.00382282275616713	0.0129246635557438	0.0125599885084587	0.00725259837300664	0.012333840646492	0.0128228548956097	0.00582561199781399	0.0117029623161046	0.0114584551059934	0.00534994842034762	0.0112506658301576	0.011758873927961	0.00612602914852439	0.0108309144077062	0.0109076882406194
RC102	13554.75	14518.100004673	15374.1466691335	15525.2000060081	310.830033333333	341.7535	14474.3000073433	15099.0900023778	15502.3500030041	363.3353	387.4085	14507.0999975204	14956.710002168	14557.5000002384	271.2612	276.5275	14505.8000016212	14693.933336401	14523.8500044346	337.456933333333	370.6615	14508.000002861	14695.4733368715	14536.0000038147	344.3289	364.1995	14500.6000037193	14527.8900040785	14520.8500027657	330.814833333333	356.5745	14493.2000007629	14518.0600033919	14514.3500025272	326.9799	345.2645	14494.399998188	14509.9066690127	14508.7000012398	328.198533333333	352.6045	14480.1000113487	14511.6466697534	14509.7000041008	342.649466666667	373202	13554.75	14476.4100026925	14507.4500033855	396.2218	425.4995	0.0710710271065866	0.134225763598259	0.145369704790435	0.0678396877362764	0.113933492124741	0.143683948652987	0.0702595029432816	0.103429425269224	0.0739777568924855	0.0701635959070618	0.0840431093455051	0.0714952326258017	0.0703259007256514	0.0841567226892023	0.0723915973230563	0.0697799667068245	0.0717932830984376	0.0712739078747786	0.0692340324065689	0.0710680760170348	0.0707943711634104	0.0693225620677636	0.0704665647845003	0.0703775430192203	0.0682675823123794	0.0705949331233252	0.0704513181062579	0	0.067995352381456	0.0702853245825665
RC202	4365.65	5219.70000123978	5320.63000587622	5319.45000910759	99.2183	113906	5190.50000762939	5264.27000632286	5261.35000681877	142.535366666667	145.44	5185.9000082016	5250.99667342504	5250.60000610352	111.6333	106.2395	5196.80000782013	5233.94667275747	5234.50000524521	143.586966666667	149133	5194.70000171661	5228.09667307536	5228.30000782013	120.583666666667	123345	4446.19999647141	5192.68333967527	5216.9500067234	139.136533333333	147.5785	5169.70000171661	5198.25000575384	5197.4500067234	142.312433333333	146.6735	5169.60000705719	5197.42667285601	5190.2500064373	133.969066666667	140268	5158.40000629425	5197.29333971341	5198.25000667572	136.656366666667	145167	5161.90000915527	5190.94667239189	5188.20000481606	157.478433333333	165.9645	0.19562951707988	0.218748641296536	0.218478350098517	0.188940938377881	0.205838765435356	0.205169907532388	0.187887258071902	0.202798362998646	0.202707501999362	0.190384022498398	0.198892873399715	0.199019620273089	0.189902993074711	0.197552866829764	0.197599442882533	0.0184508598883111	0.189441054522297	0.194999600683381	0.184176468960318	0.190716160423725	0.190532911874155	0.184153564087178	0.190527566995983	0.188883672863675	0.181588081109171	0.19049702557773	0.190716160634893	0.182389795140534	0.18904325183922	0.18841409751493
C102	10828.94	10828.94	10868.6166681449	10836.2500007153	79.8297333333333	89942	10828.94	10852.8166687171	10828.94	81.8188666666667	86462	10828.94	10831.0100020488	10828.94	56.7112	51.5725	10828.94	10828.94	10828.94	66.4626333333333	66154	10828.94	10828.94	10828.94	37.2653333333333	32.4005	10828.94	10828.94	10828.94	32.7177333333333	32.4335	10828.94	10828.94	10828.94	35.1960666666667	36781	10828.94	10828.94	10828.94	27.4588	27.0695	10828.94	10828.94	10828.94	30.3233666666667	28509	10828.94	10828.94	10828.94	34.4988333333333	32403	0	0.00366394754656141	0.00067504305271386	0	0.00220489435873377	0	0	0.000191154632753467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C201	3591.56	3591.56	3593.0533364137	3591.56	1.97583333333333	0.6805	3591.56	3591.56	3591.56	0.864933333333333	0.41	3591.56	3591.56	3591.56	0.580933333333333	0.4195	3591.56	3591.56	3591.56	0.5033	0.4765	3591.56	3591.56	3591.56	0.4655	0.4635	3591.56	3591.56	3591.56	0.539866666666667	533	3591.56	3591.56	3591.56	0.5712	0.5685	3591.56	3591.56	3591.56	0.601233333333333	0.5945	3591.56	3591.56	3591.56	0.647633333333333	649	3591.56	3591.56	3591.56	0.751066666666667	0.7595	0	0.000415790468125661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R105	15377.11	15399.800003767	15991.9666698456	16388.9500031471	238.251066666667	262291	15392.5000021458	15681.8500030597	15427.3500025272	307.182833333333	320127	15383.5000019073	15609.7133368095	15411.9500041008	215.344733333333	203.8035	15377.11	15436.1966692368	15402.5500035286	294.935266666667	304.6715	15377.3000016212	15399.3533360879	15397.8000013828	283.6845	295223	15378.5000042915	15394.9200029214	15392.7500044107	313.1873	339.27	15377.11	15390.2566693783	15390.9000022411	316.5178	327145	15377.11	15388.2466692289	15389.3500034809	316.660266666667	359223	15377.11	15387.5633356253	15385.8500020504	364.533133333333	363529	15377.11	15386.7766690811	15386.1500030756	377.999566666667	397.3855	0.00147557010172997	0.0399851903150579	0.0658017015646714	0.00100083839848753	0.0198177682971445	0.00326719406489492	0.000415552851436196	0.015126596402671	0.00226570559102451	0	0.00384250806795413	0.00165440733197554	1.23561333206146e-05	0.00144652253172815	0.00134550649522746	9.03943778469323e-05	0.00115821522519004	0.00101709647721471	0	0.000854950597237089	0.000896787643525608	0	0.000724236818808621	0.000795988549272957	0	0.000679798455322912	0.00056837741619844	0	0.00062864017237639	0.000587887000587177
