"one","two","four","eight","ten","twenty","thirty","forty","fifty","sixty"
0.00794644720950691,0.000811688311688312,0,0,0,0,0,0,0,0
0.105204865507684,0.0617392012015326,0.0372702623096015,0.0188448403041938,0.0142836817625861,0.00512017929555243,0.00191771661174646,0.00101963055601115,0.00145742068876398,0.000959956709956705
0.0970158151590142,0.0516042195102456,0.029521862236528,0.0130026596537791,0.0113343186664082,0.00165584415584416,0,0,0,0
12,15,16,16,16,16,16,16,16,16
75.5668770833333,75.6213083333333,65.47106875,63.5927625,46.3655854166667,47.43353125,44.6963479166667,43.171525,44.2067479166667,44.9021145833333
77.37821875,79.80265625,70.59084375,64.01946875,43.6194375,42.98984375,39.53803125,38.9521875,38.1781875,38.99175
