"instance","literatura","one","one_m","one_md","one_m_time","one_md_time","one_time","two","two_m","two_md","two_m_time","two_md_time","two_time","four","four_m","four_md","four_m_time","four_md_time","four_time","eight","eight_m","eight_md","eight_m_time","eight_md_time","eight_time","ten","ten_m","ten_md","ten_m_time","ten_md_time","ten_time","twenty","twenty_m","twenty_md","twenty_m_time","twenty_md_time","twenty_time","thirty","thirty_m","thirty_md","thirty_m_time","thirty_md_time","thirty_time","forty","forty_m","forty_md","forty_m_time","forty_md_time","forty_time","fifty","fifty_m","fifty_md","fifty_m_time","fifty_md_time","fifty_time","sixty","sixty_m","sixty_md","sixty_m_time","sixty_md_time","sixty_time","one_g","one_m_g","one_md_g","one_time_g","two_g","two_m_g","two_md_g","two_time_g","four_g","four_m_g","four_md_g","four_time_g","eight_g","eight_m_g","eight_md_g","eight_time_g","ten_g","ten_m_g","ten_md_g","ten_time_g","twenty_g","twenty_m_g","twenty_md_g","twenty_time_g","thirty_g","thirty_m_g","thirty_md_g","thirty_time_g","forty_g","forty_m_g","forty_md_g","forty_time_g","fifty_g","fifty_m_g","fifty_md_g","fifty_time_g","sixty_g","sixty_m_g","sixty_md_g","sixty_time_g"
"RC107",12230.48,12270.7000055313,13019.6266724269,13294.1000071764,216.815833333333,243.66,37.824,12229.7000074387,12919.560006094,13288.8500074149,247.547666666667,270.14,97.427,12240.8000051975,12745.61667219,12322.0000009537,193.3106,198.1215,70.968,13382.7000060081,13978.8800045649,14394.5500030518,301.258933333333,303.1595,115.253,12235.7000043392,12400.6433393002,12267.3500061035,223.459933333333,237.646,107.129,12231.7000081539,12258.970006156,12262.2500071526,291.130466666667,314.559,93.302,12227.7000057697,12253.3100060066,12253.7500020266,278.1882,299.228,75.117,12225.5000064373,12251.2200067123,12249.2500056028,310.135166666667,316.442,191.272,12230.2000057697,12248.9900061448,12247.9000052213,313.917533333333,340.992,132.86,12226.5000066757,12250.7866736889,12249.5000097752,370.3473,391.1565,182.682,0.00328850589112615,0.0645229518732594,0.0869646986198743,4.73222909616469,-6.37744848362352e-05,0.0563412070576121,0.0865354432054058,1.54085280945392,0.000843793963728324,0.0421190887185159,0.00748294432873044,1.72391218577387,0.0942088949908835,0.14295432432455,0.176940725388681,1.61389233541282,0.000426802900556674,0.0139130548678513,0.00301460008957142,1.08589582030387,9.97514532464212e-05,0.00232942665831388,0.00259760918235437,2.12030253013512,-0.000227300500904221,0.00186664840681339,0.00190262377490917,2.70339869803107,-0.000407178913885616,0.00169576392032691,0.00153469083820101,0.621435268448423,-2.28931513970877e-05,0.00151343251817079,0.00142431083827856,1.3627693311255,-0.000325415954590446,0.00166033333842034,0.00155513191429939,1.0272785496108
"RC207",4061.14,4120.00000309944,4576.64000310898,4225.30000257492,98.6522333333333,104.814,19.883,4092.00000619888,4478.61667055289,4198.95000302791,105.272166666667,105.9635,54.439,4118.30000424385,4296.94667110443,4183.60000765324,85.3832666666667,82.8485,39.363,4074.60000753403,4139.2666712602,4128.45000267029,105.585866666667,112.368,46.099,4077.20000934601,4139.78667110602,4139.65000116825,88.1349666666667,87.4345,18.495,4086.40000247955,4116.66000358264,4115.60000407696,122.7042,121.3565,76.13,4075.80000925064,4109.5433385849,4112.60000705719,112.208933333333,111.43,32.408,4065.60000991821,4102.1033381621,4103.25000452995,114.1961,128.3025,37.055,4068.40000319481,4098.66333847046,4099.40000617504,125.199366666667,130.7355,49.387,4067.10000276566,4095.3800049146,4094.90000629426,129.592033333333,140.579,37.311,0.0144934681147263,0.126934802323726,0.0404221481098705,3.96163724454727,0.00759885308038618,0.102797901710576,0.033933822283377,0.933763784541719,0.0140748667230998,0.0580641571343099,0.0301540965475802,1.1691249820051,0.0033143421635377,0.0192376207814058,0.0165741645622386,1.29041555492889,0.00395455693376978,0.0193656636082529,0.0193320105113969,3.76534018203118,0.00621992900504531,0.0136710390635722,0.0134100287301002,0.611771969000394,0.00360982612040945,0.0119186579593168,0.0126713206284909,2.46238377355385,0.00109821624425896,0.0100866599432928,0.0103690108023743,2.08180002698691,0.00178767616846736,0.00923960722123809,0.00942100153529281,1.53506725791538,0.00146756890076671,0.008431131385424,0.00831293831147282,2.47329295203381
"C107",10828.94,10827.3000018597,10833.0766686678,10827.3000018597,12.9800666666667,5.526,1.101,10827.3000018597,10828.5700018406,10827.3000018597,7.56783333333333,7.004,1.208,10827.3000018597,10828.5333352725,10827.3000018597,5.07093333333333,3.8065,0.633,10827.3000018597,10827.3233352185,10827.3000018597,4.1495,3.5305,0.68,10827.3000018597,10827.3000018597,10827.3000018597,2.89086666666667,2.329,0.914,10827.3000018597,10827.3233352185,10827.3000018597,1.9556,1.678,0.891,10827.3000018597,10827.3000018597,10827.3000018597,2.69163333333333,1.7875,1.056,10827.3000018597,10827.3000018597,10827.3000018597,2.3755,2.265,1.058,10827.3000018597,10827.3000018597,10827.3000018597,2.67046666666667,2.254,1.564,10827.3000018597,10827.3000018597,10827.3000018597,2.81896666666667,2.358,1.361,-0.000151445860841507,0.000382001254768766,-0.000151445860841507,10.7893430214956,-0.000151445860841507,-3.41675324991914e-05,-0.000151445860841507,5.26476269315673,-0.000151445860841507,-3.75535119316967e-05,-0.000151445860841507,7.01095313322802,-0.000151445860841507,-0.000149291138517446,-0.000151445860841507,5.10220588235294,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,2.16287381473377,-0.000151445860841507,-0.000149291138517446,-0.000151445860841507,1.19483726150393,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,1.5488952020202,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,1.2452741020794,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,0.707459505541347,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,1.07124663237815
"C206",3588.49,3586.0000026226,3604.9400024573,3586.0000026226,10.109,8.8425,0.364,3586.0000026226,3588.60333587328,3586.0000026226,7.07783333333333,5.514,0.368,3586.0000026226,3586.11333595911,3586.0000026226,3.23233333333333,1.982,0.446,3586.0000026226,3586.10333595276,3586.0000026226,3.2817,2.014,0.571,3586.0000026226,3586.09000261624,3586.0000026226,2.3169,1.366,0.62,3586.0000026226,3586.02666929562,3586.0000026226,1.74676666666667,1.1645,0.806,3586.0000026226,3586.05333596865,3586.0000026226,1.26313333333333,1.042,0.832,3586.0000026226,3586.0000026226,3586.0000026226,1.19956666666667,1.0905,0.834,3586.0000026226,3586.0000026226,3586.0000026226,1.20366666666667,1.21,0.967,3586.0000026226,3586.01333595911,3586.0000026226,1.44046666666667,1.326,1.095,-0.000693884440920822,0.00458410151827025,-0.000693884440920822,26.771978021978,-0.000693884440920822,3.15831654211847e-05,-0.000693884440920822,18.2332427536232,-0.000693884440920822,-0.000662301982417991,-0.000693884440920822,6.2473841554559,-0.000693884440920822,-0.000665088671626428,-0.000693884440920822,4.74728546409807,-0.000693884440920822,-0.000668804255761514,-0.000693884440920822,2.73693548387097,-0.000693884440920822,-0.00068645327265103,-0.000693884440920822,1.16720430107527,-0.000693884440920822,-0.000679022104381111,-0.000693884440920822,0.518189102564103,-0.000693884440920822,-0.000693884440920822,-0.000693884440920822,0.438329336530775,-0.000693884440920822,-0.000693884440920822,-0.000693884440920822,0.244743192002758,-0.000693884440920822,-0.000690168856785862,-0.000693884440920822,0.315494672754947
"R110",11118.84,12105.1999938488,12491.9133305629,12177.2999976874,274.859833333333,287.0475,68.783,12092.9999961853,12410.4866638581,12152.2499961853,303.816,321.855,146.715,12100.6999969482,12267.4099965731,12136.8499975205,244.144233333333,250.7515,106.618,12085.5999965668,12125.049996376,12129.2999970317,300.496233333333,301.2525,199.826,12098.0999939442,12123.5699958563,12122.2999944687,276.673066666667,283.3015,144.473,12086.2999966145,12106.9099957784,12105.7999954223,334.374233333333,356.2465,169.159,12082.8999962807,12104.9133295298,12103.6499948501,352.2294,375.008,115.803,12087.9999959469,12104.8333294153,12104.3999958038,333.552933333333,355.3685,190.814,12084.1999971867,12102.5999960343,12103.6499974728,354.836533333333,376.788,145.305,12085.8999946117,12100.4499960264,12099.8499968052,409.345033333333,422.4835,188.826,0.0887106922888359,0.123490699620006,0.0951951820232462,2.99604311142773,0.0876134557368663,0.116167393708165,0.0929422490282528,1.07079030773949,0.0883059740897612,0.10329944459792,0.09155721257977,1.2898969529848,0.0869479187187512,0.0904959506905435,0.0908781848674591,0.503789463499912,0.0880721364768448,0.0903628432333127,0.09024862256033,0.915050332357372,0.0870108749307032,0.0888644854839538,0.0887646548940671,0.976686037002662,0.086705087606324,0.0886849104339808,0.0885712893476432,2.04162586461491,0.08716376851784,0.0886777154285273,0.0886387425130499,0.74805272848603,0.0868220063591796,0.0884768551426507,0.0885712895835176,1.44201186011034,0.0869748997747697,0.0882834896469736,0.0882295272533106,1.16784252874781
"R209",3909.16,3964.09999549389,4016.89999692837,4015.24999606609,75.7470333333333,83.4955,9.869,3925.89999818802,3988.8366636912,3984.3999979496,93.7676666666667,99.3185,43.675,3928.99999904633,3970.5966635704,3962.49999511242,88.0401333333333,93.439,33.347,3922.39999723434,3950.91999649207,3952.64999866486,104.1275,109.654,42.339,3926.69999551773,3955.27999699911,3958.54999554157,96.3346,97.7245,53.321,3910.09999752045,3944.58332964579,3948.24999415874,114.331833333333,119.441,56.834,3921.79999899864,3943.85333031813,3945.59999763966,104.1751,108.9305,36.439,3913.99999475479,3936.98333023389,3936.4499976635,108.333666666667,113.3885,33.642,3908.49999690056,3934.50666365624,3935.04999661446,121.640533333333,121.542,35.11,3917.69999718666,3935.18999667962,3933.69999694824,135.887833333333,143.672,37.583,0.0140541690526585,0.027560907440057,0.0271388216563379,6.67524909649745,0.00428224943159664,0.0203820420988662,0.0192471011546215,1.14694142339248,0.00507525889099702,0.0157160780245383,0.0136448738635462,1.64012155016443,0.00338691617491739,0.0106826009915349,0.0111251518650695,1.45937551666312,0.00448689629427548,0.0117979302456552,0.0126344267161155,0.806691547420341,0.000240460231980811,0.0090616218435143,0.00999958921066034,1.01168021489484,0.0032334309669188,0.00887488112999536,0.00932169510576693,1.85889020006037,0.00123811631009988,0.00711747030919475,0.00698103880718617,2.22019103105245,-0.000168835018121545,0.00648391563820239,0.00662290533374432,2.46455520744327,0.00218461183135507,0.00665871867092259,0.00627756268565243,2.61567286627819
"RC106",12424.73,13409.2000017166,14370.1433368047,14435.4000041485,252.934966666667,269.2635,69.04,13382.7000060081,14092.6800050418,14413.4500045777,271.950466666667,290.498,65.533,13386.8000054359,14192.0833378315,14425.0000021457,228.790866666667,235.75,84.032,13382.7000060081,13978.8800045649,14394.5500030518,301.258933333333,303.1595,115.253,13389.1000037193,13910.0366705735,13920.3500058651,265.9331,296.1535,52.641,13381.8000035286,13572.4466712316,13415.2000036239,321.1173,343.9145,93.563,13382.7000060081,13549.2900049527,13420.5500049591,310.349633333333,319.3965,128.304,13382.7000050545,13473.2100040277,13410.2500035762,313.4127,329.381,119.591,13380.5000042915,13399.4433367729,13399.2500042915,337.661266666667,340.2525,181.34,13382.7000060081,13400.8433380763,13398.9500057697,369.9863,404.305,74.717,0.0792347199268394,0.156575904410374,0.161828064203283,2.66360032831209,0.0771018771440588,0.134244366279328,0.160061426250522,3.14982477021755,0.0774318641480258,0.142244808364568,0.160991023720093,1.72266358847423,0.0771018771440588,0.125085213486725,0.158540266311763,1.61389233541282,0.0776169786964627,0.11954438209712,0.120374447240713,4.05182462339241,0.0770294407627853,0.0923735703899876,0.0797176279584305,2.43209708966151,0.0771018771440588,0.0905098142939721,0.080148220923843,1.41886171384628,0.0771018770673085,0.084386542325481,0.0793192289551765,1.62070473530617,0.0769248107839366,0.0784494581993262,0.0784338979029325,0.86203411639278,0.0771018771440588,0.0785621368091116,0.0784097526280008,3.95183559297081
"RC206",4146.32,4225.39999866486,4578.57000215848,4357.25000309944,76.5726,78.479,4.722,4156.80000400543,4364.32000290553,4278.75000166893,90.5110333333333,88.228,28.841,4176.70000219345,4262.85666948954,4256.20000195504,68.4628333333333,71.4575,21.392,4191.70000362396,4251.02333709399,4243.5500023365,82.7584,91.6425,21.431,4167.40000152588,4222.93333652814,4220.85000038147,76.7028333333333,77.6375,29.36,4155.69999790192,4203.48666973114,4207.40000128746,91.3072,94.978,25.338,4146.20000267029,4193.39000228246,4199.79999947548,90.4321666666667,87.1125,44.003,4154.70000219345,4199.57000238101,4199.95000338554,98.1328666666667,103.0625,35.477,4161.50000047684,4201.78666911125,4203.50000405311,98.4029333333333,104.832,19.043,4146.20000267029,4187.4566690286,4192.30000305175,103.318566666667,108.421,41.196,0.0190723336994877,0.104249069574583,0.0508716170241178,15.2161372299873,0.00252754346153471,0.0525767434509462,0.0319391657346588,2.13827652762849,0.00732697963337377,0.0281060481317271,0.0265006082393629,2.20039422837198,0.0109446457639449,0.0252521120159539,0.0234497101855382,2.86162101628482,0.00508402668532099,0.0184774297517179,0.0179749754918747,1.61249432334242,0.00226224649856269,0.0137873270107327,0.0147311353893237,2.60356776383298,-2.89406822700139e-05,0.0113522357855786,0.0128981842876286,1.05513639221568,0.00202106981454647,0.0128427141129981,0.0129343618885048,1.76609822326202,0.00366107788999406,0.0133773247388654,0.0137905429520913,4.16740709622083,-2.89406822700139e-05,0.0099212480051225,0.0110893522573642,1.50797569343302
"C106",10828.94,10827.3000018597,10832.9066686948,10827.3000018597,12.7150666666667,9.5005,1.618,10827.3000018597,10839.14000206,10827.3000018597,13.0987,6.8715,1.184,10827.3000018597,10829.0133353393,10827.3000018597,13.5971,8.138,0.851,10827.3000018597,10828.9666686217,10827.3000018597,9.38563333333333,6.6935,1.461,10827.3000018597,10827.3000018597,10827.3000018597,7.35426666666667,6.5145,0.973,10827.3000018597,10827.3000018597,10827.3000018597,4.67486666666667,3.384,1.141,10827.3000018597,10827.3000018597,10827.3000018597,5.8391,5.9545,2.144,10827.3000018597,10827.3266685168,10827.3000018597,4.19283333333333,3.384,1.689,10827.3000018597,10827.3000018597,10827.3000018597,6.55253333333333,6.202,2.306,10827.3000018597,10827.3000018597,10827.3000018597,5.33206666666667,4.216,1.882,-0.000151445860841507,0.000366302583156076,-0.000151445860841507,6.85850844664194,-0.000151445860841507,0.000941920636734765,-0.000151445860841507,10.0630912162162,-0.000151445860841507,6.77216230386787e-06,-0.000151445860841507,14.9777908343126,-0.000151445860841507,2.46271765591316e-06,-0.000151445860841507,5.42411590234999,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,6.55834189791024,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,3.09716622845457,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,1.72346082089552,-0.000151445860841507,-0.00014898332460715,-0.000151445860841507,1.48243536609434,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,1.84151488869615,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,1.83319164009919
"C205",3588.88,3586.40000271797,3603.37333586216,3586.40000271797,9.80863333333333,7.6995,0.496,3586.40000271797,3589.05666939417,3586.40000271797,4.78446666666667,3.2485,0.464,3586.40000271797,3586.40000271797,3586.40000271797,2.89966666666667,1.7695,0.427,3586.40000271797,3586.40000271797,3586.40000271797,1.79283333333333,1.445,0.451,3586.40000271797,3586.47333604495,3586.40000271797,2.13093333333333,1.462,0.597,3586.40000271797,3586.40000271797,3586.40000271797,1.09503333333333,0.879,0.772,3586.40000271797,3586.40000271797,3586.40000271797,1.0782,0.941,0.642,3586.40000271797,3586.40000271797,3586.40000271797,0.996066666666667,0.915,0.706,3586.40000271797,3586.40000271797,3586.40000271797,1.06213333333333,1.0195,0.853,3586.40000271797,3586.40000271797,3586.40000271797,1.08336666666667,1.0895,0.961,-0.000691022626008706,0.0040384007997365,-0.000691022626008706,18.7754704301075,-0.000691022626008706,4.92268881024531e-05,-0.000691022626008706,9.31135057471264,-0.000691022626008706,-0.000691022626008706,-0.000691022626008706,5.79078844652615,-0.000691022626008706,-0.000691022626008706,-0.000691022626008706,2.97524020694752,-0.000691022626008706,-0.000670589140638495,-0.000691022626008706,2.56940256839754,-0.000691022626008706,-0.000691022626008706,-0.000691022626008706,0.418436960276338,-0.000691022626008706,-0.000691022626008706,-0.000691022626008706,0.679439252336449,-0.000691022626008706,-0.000691022626008706,-0.000691022626008706,0.410859301227573,-0.000691022626008706,-0.000691022626008706,-0.000691022626008706,0.245173896053146,-0.000691022626008706,-0.000691022626008706,-0.000691022626008706,0.127332639611516
"R109",12194.73,13173.499994278,13310.9699965954,13208.6499968767,247.583633333333,245.242,126.707,13165.6999955177,13263.983329622,13190.8999954462,293.716166666667,310.8295,124.714,13165.3999927044,13188.8166627328,13187.1499958038,205.584233333333,189.7685,82.058,13163.0999965668,13182.1999957403,13181.2999978065,274.708333333333,278.2475,160.16,13161.299998045,13177.9533290068,13178.449996233,281.821766666667,293.779,193.536,13155.8999967575,13172.1666631381,13172.1499958038,340.7682,351.8415,194.771,13158.5999979973,13169.7599962473,13169.2499952317,317.816966666667,338.005,141.819,13152.5999958515,13168.5733295043,13169.499994874,288.0332,297.2065,108.889,13159.0999927521,13168.836662213,13169.6999944449,313.0656,351.546,64.63,13149.5999968052,13167.3899960995,13168.349996686,393.872466666667,414.6875,203.086,0.0802617191424492,0.0915346216435606,0.083144111995649,0.953985441477845,0.0796220986867032,0.0876815911153386,0.0816885650970706,1.35511784295802,0.0795974976653358,0.0815177263238099,0.0813810552430272,1.50535271799621,0.0794088919202639,0.0809751421917711,0.0809013399892043,0.715211871461871,0.0792612872974638,0.0806269043272649,0.0806676323488056,0.456172322806437,0.078818472959836,0.080152382474895,0.0801510157095566,0.749583870288698,0.0790398801775276,0.0799550294469246,0.0799132080195011,1.24100414377951,0.0785478641881781,0.0798577196464643,0.0799337086490641,1.64520015795902,0.0790808810651897,0.0798793136226067,0.0799501091409856,3.84396719789571,0.0783018563596899,0.0797606831885151,0.0798394057667534,0.939436823152096
"R208",2726.82,2737.99999761581,2786.67666541735,2787.14999955893,63.0825,73.536,10.071,2738.7999972105,2768.5866653045,2765.74999713898,72.9835,75.686,32.965,2730.20000016689,2750.68333186309,2748.50000047684,72.7612,73.1795,42.648,2734.7999972105,2749.58333194256,2747.59999936819,75.2735666666667,76.599,29.73,2730.89999723434,2744.4933319966,2741.99999970198,76.6252666666667,77.306,24.488,2729.99999880791,2739.60999874671,2738.04999947548,98.5115,99.261,50.84,2726.79999685287,2734.78333155314,2733.44999742508,87.4282666666667,93.3595,38.003,2726.29999780655,2735.06333171527,2734.89999824762,95.6854666666667,100.9485,18.996,2724.59999799728,2734.04666448037,2734.2999971509,106.837566666667,112.032,49.154,2726.19999861717,2732.72999841372,2732.44999909401,109.778833333333,112.0275,41.173,0.00410001306129849,0.0219510878669489,0.0221246725339131,5.26377718200775,0.00439339494741117,0.0153169865647535,0.0142767022168589,1.21396936144396,0.00123953915802644,0.0087513410724162,0.00795065331662512,0.70608703807916,0.00292648477365566,0.00834794080377791,0.00762059812095763,1.53190604327839,0.00149624736298684,0.00648129762749272,0.00556692400010994,2.1290945224872,0.00116619315096327,0.00469044482096824,0.00411835012046262,0.937677025963808,-7.33570500801495e-06,0.00292037301807269,0.00243140266870571,1.30056223631468,-0.000190699126986813,0.00302305678969107,0.00296315790833999,4.03713764301256,-0.000814135880887012,0.00265021691214221,0.00274312098007756,1.17352741723291,-0.000227371584054025,0.00216735919999208,0.00206467573730945,1.66628211044455
"RC105",14629.44,15559.6000041962,16324.7300039291,16573.8500044346,288.644266666667,300.0985,98.21,15581.7000041008,16323.1100034793,16569.0500016212,362.772666666667,385.09,95.757,15552.3000020981,15922.7100038211,15620.1500070095,272.309966666667,266.6945,73.463,15536.700003624,15748.5200040023,15589.3000049591,335.115633333333,352.995,90.827,15556.0000009537,15648.0400035302,15582.1500036716,332.6953,338.3225,177.869,15547.7000026703,15571.280003341,15568.6500020027,368.571966666667,399.732,137.771,15543.1000037193,15567.7500038147,15565.150001049,356.521266666667,360.337,168.275,15543.4000034332,15565.5900035063,15564.3500044345,341.005933333333,358.5365,168.314,15536.9000034332,15559.9400038878,15559.350004673,387.012333333333,408.986,118.859,15543.6000032425,15561.9466701825,15561.3500034809,400.466833333333,425.181,163.875,0.0635813813923294,0.115882084613569,0.132910761070458,1.93905169195262,0.0650920338783165,0.115771348970248,0.132582655359416,2.78847151296163,0.0630823874391706,0.0884018803058119,0.0677202959928404,2.70676349545576,0.0620160446075858,0.0764950677539436,0.0656115343416493,2.68960367878861,0.0633353020316362,0.069626725529493,0.0651227937413632,0.870451287183264,0.0627679530228293,0.064379771429463,0.0641999968558433,1.67525071797887,0.0624535186390798,0.0641384771949366,0.0639607531832387,1.11868231565394,0.0624740252144443,0.0639908296904283,0.0639060691615365,1.02601051209842,0.0620297156578242,0.063604622178827,0.0635642925958205,2.25606250543361,0.0624876962646895,0.0637417884883187,0.0637010031471403,1.4437335367404
"RC205",5297.65,5337.40000247955,5481.46000351906,5441.15000224113,98.3889666666667,108.868,8.097,5366.10000324249,5409.1466708978,5402.35000538826,116.772533333333,115.963,60.373,5322.50000572205,5380.33333732287,5380.55000281334,112.3765,111.885,49.148,5315.20000505447,5363.99000349045,5363.00000286102,131.0466,135.5415,47.969,5344.90000581741,5371.80333704948,5371.05000543595,118.1785,125.086,69.025,5317.80000257492,5350.90000319481,5352.45000386238,137.330733333333,139.4975,94.189,5331.00000143051,5347.50333635012,5344.25000023842,128.0397,137.521,30.948,5313.5000038147,5343.45333692233,5343.2000041008,123.7525,127.3245,50.523,5309.40000247955,5333.36666997274,5335.79999995231,135.7317,149.0865,64.687,5305.20000219345,5337.58333684603,5337.05000257492,156.504366666667,165.795,96.886,0.00750332741490094,0.0346965170441723,0.0270874826085406,11.1512864847063,0.0129208239960153,0.0210464396284773,0.0197634810507037,0.934184707291891,0.00469076019028264,0.0156075500123396,0.0156484484277632,1.28649182062342,0.00331279058723596,0.0125225342350757,0.0123356588036252,1.73190185328024,0.00891905011040934,0.0139974020649693,0.0138552009732515,0.71211155378486,0.00380357376854268,0.0100516272677148,0.0103442099539193,0.458033669890681,0.0062952443877021,0.00941046244091714,0.00879635314496442,3.13725281116712,0.00299189335171262,0.00864597263358803,0.00859815278487544,1.44942897294302,0.00221796503724292,0.00674198370461199,0.00720130623055786,1.09828404470759,0.00142516062658922,0.007537934149299,0.00743726040318274,0.615345526357437
"C105",10828.94,10827.3000018597,10847.1600019853,10827.3000018597,12.8698333333333,9.199,1.35,10827.3000018597,10843.9366689682,10827.3000018597,17.2105333333333,12.748,1.685,10827.3000018597,10827.5866684755,10827.3000018597,11.0402,5.5335,0.947,10827.3000018597,10827.3233352185,10827.3000018597,9.71143333333333,9.0455,1.406,10827.3000018597,10827.3000018597,10827.3000018597,5.74746666666667,5.1995,0.918,10827.3000018597,10827.3000018597,10827.3000018597,3.72743333333333,2.7065,0.892,10827.3000018597,10827.3000018597,10827.3000018597,3.93986666666667,3.3145,1.069,10827.3000018597,10827.3000018597,10827.3000018597,3.09476666666667,2.5525,1.341,10827.3000018597,10827.3233352185,10827.3000018597,3.3566,2.8425,1.692,10827.3000018597,10827.3000018597,10827.3000018597,4.75643333333333,3.712,1.49,-0.000151445860841507,0.00168252866718767,-0.000151445860841507,8.53320987654321,-0.000151445860841507,0.00138486952261496,-0.000151445860841507,9.21396636993076,-0.000151445860841507,-0.000124973591551933,-0.000151445860841507,10.6580781414995,-0.000151445860841507,-0.000149291138517446,-0.000151445860841507,5.90713608345187,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,5.26085693536674,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,3.17873692077728,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,2.68556283130652,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,1.3078051205568,-0.000151445860841507,-0.000149291138517446,-0.000151445860841507,0.983806146572104,-0.000151445860841507,-0.000151445860841507,-0.000151445860841507,2.19223713646532
"C204",3590.6,3594.00000309944,3705.41666886012,3688.00000166893,66.0599333333333,68.3205,8.708,3588.70000290871,3681.21666943232,3693.95000219345,86.3645333333333,90.7105,12.035,3588.10000300407,3641.27666965326,3646.70000338554,82.6684,80.3695,36.002,3588.10000300407,3612.61000308196,3594.00000309944,105.602433333333,107.7245,49.418,3588.10000300407,3609.220003136,3595.35000288486,82.7158333333333,84.473,47.198,3588.10000300407,3593.92666986783,3594.00000309944,97.7514666666667,98.638,15.539,3588.10000300407,3593.35666975975,3591.40000343323,109.488633333333,106.405,60.95,3588.10000300407,3589.96666971048,3588.70000290871,100.581366666667,107.935,25.431,3588.10000300407,3590.6600030899,3590.05000317097,108.8086,123.106,25.756,3588.10000300407,3589.63000311851,3588.10000300407,127.006,131.0495,31.743,0.000946917813022964,0.0319770146661052,0.0271263860271069,6.58612004287245,-0.000529158661864329,0.0252371941826775,0.0287834908353618,6.17611411161889,-0.000696261626449592,0.0141137051337539,0.0156241306148122,1.29621687684018,-0.000696261626449592,0.00612989558345602,0.000946917813022964,1.13692244391382,-0.000696261626449592,0.0051857636985458,0.00132289948333563,0.752528355721288,-0.000696261626449592,0.000926494142436657,0.000946917813022964,5.29071797841989,-0.000696261626449592,0.00076774627074885,0.000222804944363032,0.796368061252392,-0.000696261626449592,-0.000176385642935347,-0.000529158661864329,2.95506927241031,-0.000696261626449592,1.67111596680381e-05,-0.000153176858750649,3.22459232800124,-0.000696261626449592,-0.00027014896716041,-0.000696261626449592,3.00107110229027
"R108",9960.88,10001.7999992371,10958.0466656248,10984.0499981642,275.0323,296.1815,136.726,10954.6999982595,10984.5399997632,10984.900000155,321.441633333333,338.369,123.954,9997.49999856949,10938.1566662709,10971.1499979496,250.776166666667,251.431,105.373,9979.10000109673,10868.4599998116,10966.3000004888,331.693066666667,337.1415,199.825,9987.19999599457,10804.8299988548,10964.6499958039,320.2055,322.1145,165.351,9974.40000188351,10668.5133332292,10954.9999991655,381.3755,412.9185,156.929,9966.19999814034,10602.8266661525,10951.6000013352,360.168633333333,384.276,140.412,9966.79999923706,10337.2933316231,9984.89999687672,322.494133333333,336.8415,81.752,9961.79999732971,10406.2199994922,10005.6000000835,382.447366666667,429.7375,112.139,9961.29999709129,10243.5999989033,9989.3499981165,409.628,425.1835,188.908,0.00410807069627396,0.100108290193716,0.10271883590247,1.01155815280195,0.099772309099146,0.102768028503824,0.10280416992826,1.5932332424394,0.00367638186279637,0.0981114787318882,0.101423769581563,1.37989016794308,0.00182915576703363,0.0911144396691499,0.100936865065009,0.659917761374536,0.00264233641953025,0.08472644975693,0.100771216579645,0.936519887995839,0.00135730998501249,0.071041246679935,0.0998024270110222,1.43024233889211,0.00053408917087058,0.0644467824281062,0.0994610919251263,1.56508441823586,0.000594324922804145,0.037789164373337,0.00241143321440687,2.94478585641126,9.2361049396328e-05,0.0447089011705965,0.00448956317950331,2.41047598664752,4.21646572682833e-05,0.0283830343205898,0.00285818101578333,1.168399432528
