1250.3000005483627	14	411.599
1218.7999992370605	14	497.795
1230.6000037193298	14	457.24
1228.4999978542328	14	484.471
1239.099998831749	14	343.885
1231.9000000953674	14	437.363
1334.5000029802322	13	382.725
1347.1999970674515	13	148.057
1334.9999967813492	13	322.473
1318.1000006198883	13	271.926
1240.3999968767166	14	493.803
1242.4000022411346	14	468.823
1225.6999969482422	14	398.589
1229.5000009536743	14	325.86
1240.3999999761581	14	318.818
1324.1999974250793	13	392.639
1222.7000005245209	14	477.22
1251.1000018119812	14	209.383
1257.2999994754791	14	505.709
1252.7000000476837	14	254.712
1235.19999730587	14	427.655
1250.6999994516373	14	485.109
1240.4999997615814	14	226.946
1244.6999980211258	14	467.912
1330.4999973773956	13	475.077
1243.5000004768372	14	409.228
1236.1999998092651	14	298.91
1232.0999987125397	14	415.579
1245.3999989032745	14	315.092
1322.700000166893	13	410.862
