fo	n	time
826.0000026226044	10	146.947
826.900000333786	10	278.567
826.3000009059906	10	198.909
826.3000009059906	10	175.723
841.7000019550323	10	155.963
823.8000020980835	10	252.381
828.0000030994415	10	288.0
826.3000009059906	10	230.324
824.6000001430511	10	55.82
822.9000012874603	10	231.675
824.6000030040741	10	110.262
826.3000009059906	10	128.76
826.3000009059906	10	184.832
836.1999990940094	10	217.563
842.7000024318695	10	124.124
826.3000009059906	10	179.107
823.9000022411346	10	154.111
826.3000009059906	10	82.941
826.0000026226044	10	168.242
857.1000006198883	10	95.06
826.0000026226044	10	94.977
826.0000026226044	10	200.76
826.0000026226044	10	141.095
828.1999995708466	10	212.937
840.8000020980835	10	236.077
825.9000027179718	10	217.92
822.9000012874603	10	159.295
822.9000012874603	10	204.151
823.8000018596649	10	182.16
826.0000026226044	10	253.815
