885.8000037670135	3	132.14
863.4000012874603	3	136.533
816.6000015735626	3	147.477
843.500004529953	3	154.879
865.3000047206879	3	129.103
839.1000010967255	3	129.857
837.5000030994415	3	147.481
891.2000012397766	3	47.261
856.1000001430511	3	100.557
837.099999666214	3	125.806
864.5000009536743	3	117.451
830.500004529953	3	135.442
927.8000020980835	3	43.334
829.4000022411346	3	138.133
826.5000011920929	3	143.651
856.9999988079071	3	137.722
850.6000010967255	3	143.052
857.6000032424927	3	128.798
831.3000037670135	3	129.645
853.1999990940094	3	149.924
854.7000029087067	3	93.732
904.7999982833862	3	147.156
840.6000015735626	3	152.656
842.4000022411346	3	141.83
933.7999987602234	3	121.558
876.4000024795532	3	96.01
864.8000047206879	3	138.514
839.5000007152557	3	133.384
844.9000027179718	3	105.544
864.5999999046326	3	136.018
