fo	n	time
1550.60000705719	14	423.491
1583.9000062942505	14	429.218
1612.6000027656555	14	217.121
1610.9000039100647	14	339.282
1568.4000043869019	14	171.801
1572.800006389618	14	425.333
1588.5000066757202	14	405.109
1547.700002670288	15	360.506
1617.2000012397766	14	406.455
1587.3000073432922	14	385.603
1606.8000040054321	14	297.259
1581.1000051498413	15	325.346
1641.2000017166138	14	90.827
1562.0000019073486	14	394.906
1580.2000045776367	14	411.101
1598.0000019073486	14	312.409
1573.4000058174133	14	345.484
1590.9000024795532	14	370.8
1555.7000045776367	15	319.165
1544.5000052452087	14	375.096
1590.1000032424927	14	319.8
1536.7000036239624	14	398.675
1628.300003528595	14	337.484
1578.3000020980835	14	272.978
1575.7000045776367	15	374.471
1582.7000012397766	14	403.29
1555.0000014305115	15	385.51
1591.9000029563904	14	322.291
1559.2000064849854	14	270.265
1584.0000047683716	14	162.393
