1195.3000025749207	11	388.166
1202.8000047206879	11	319.58
1188.3999991416931	11	280.485
1203.1000032424927	11	288.438
1164.600004196167	11	325.745
1233.8000030517578	11	239.808
1173.9000034332275	11	225.354
1223.7000062465668	11	144.602
1203.400001525879	11	314.945
1189.7000045776367	11	321.207
1225.8000009059906	11	353.278
1181.1000010967255	11	351.007
1160.0000038146973	11	349.796
1212.4999976158142	11	354.992
1148.6000022888184	11	319.556
1176.800000667572	11	343.279
1171.2000024318695	11	323.961
1169.700002670288	11	326.909
1191.6000032424927	11	244.582
1183.1000063419342	11	289.172
1178.500005722046	11	201.425
1271.9000058174133	11	179.567
1185.3000040054321	11	281.119
1182.700005531311	11	301.42
1158.300000667572	11	277.824
1169.60000705719	11	371.425
1175.200005531311	11	365.76
1194.2999992370605	11	326.598
1182.2999994754791	11	251.454
1179.2000033855438	11	290.018
