1020.7999976873398	10	206.717
1024.8000011444092	10	375.208
1002.4999992847443	10	316.717
1042.0999994277954	10	176.306
1025.8999977111816	10	164.572
1009.3999991416931	10	161.851
1000.5000002384186	10	262.035
991.7999984025955	10	243.786
998.9999967813492	10	252.093
1050.2999984025955	10	190.678
1019.0999970436096	10	93.879
1041.4999976158142	10	230.194
1034.1999957561493	10	356.183
1042.1999986171722	10	82.613
1003.899998664856	10	283.458
1009.5000002384186	10	313.044
1080.4999964237213	10	131.298
1024.8999981880188	10	171.972
1036.0999989509583	10	186.431
1051.899997472763	10	167.393
1059.7999954223633	10	199.584
1016.899998664856	10	235.337
997.0999970436096	10	269.557
1021.2999966144562	10	219.808
1012.8000000715256	10	98.564
1003.1999976634979	10	227.685
1023.2999995946884	10	231.575
1039.1000008583069	10	183.584
1006.8999973535538	10	154.175
1021.2999958992004	10	147.806
