fo	n	time
1586.7000050544739	15	440.136
1564.3000001907349	14	194.262
1594.199999332428	15	257.422
1558.0000019073486	15	250.746
1604.5000052452087	15	384.418
1568.4000039100647	14	373.047
1578.800003528595	15	357.803
1612.2999992370605	15	286.947
1575.100004196167	15	255.677
1622.5	16	314.329
1550.1000065803528	15	154.314
1594.6999983787537	15	386.026
1572.6000046730042	15	307.818
1639.8000040054321	15	327.062
1620.1000037193298	14	324.296
1636.1000018119812	15	364.487
1624.1000089645386	14	384.036
1595.9000067710876	15	386.731
1668.4000082015991	14	124.212
1599.8000054359436	15	208.967
1561.900004863739	14	206.546
1605.7000060081482	15	420.529
1576.0000047683716	15	419.18
1559.600004196167	14	199.574
1609.8000025749207	14	168.704
1564.2000050544739	15	205.916
1578.8000025749207	15	184.009
1602.7000088691711	14	292.379
1565.300003528595	15	98.21
1551.5000042915344	15	381.545
