1073.8999955654144	3	50.761
1092.800002336502	3	121.915
1052.099995136261	3	124.566
1088.4999973773956	3	137.392
1109.2999954223633	3	148.486
1077.599996805191	3	148.452
1069.9999959468842	3	118.067
1081.5999989509583	3	142.575
1091.6999914646149	3	141.567
1135.5999982357025	3	24.041
1068.1999979019165	3	116.668
1121.4000012874603	3	132.942
1095.0000004768372	3	28.274
1057.6999979019165	3	133.076
1036.1999959945679	3	83.685
1076.1999969482422	3	138.342
1089.9999992847443	3	136.319
1115.6999974250793	3	62.477
1079.4999949932098	3	135.829
1131.5000014305115	3	87.513
1094.2999994754791	3	128.436
1111.0999960899353	3	214.771
1064.8999993801117	3	144.846
1059.0999953746796	3	119.69
1124.2999963760376	3	130.197
1095.2999968528748	3	146.564
1083.6999979019165	3	66.194
1087.6999990940094	3	107.893
1054.3999962806702	3	123.979
1107.7999930381775	3	110.187
