1156.800000667572	3	83.865
1193.5000007152557	3	72.342
1327.600001335144	3	42.729
1179.0000071525574	3	145.781
1254.6000072956085	3	124.18
1259.9000029563904	3	62.129
1148.3000056743622	3	127.849
1229.0000050067902	3	12.118
1171.7000045776367	3	124.926
1170.5000042915344	3	49.035
1077.3000044822693	4	74.843
1145.4000058174133	3	58.75
1083.8000037670135	4	149.996
1066.7000031471252	4	116.159
1116.1000032424927	4	57.727
1163.2999994754791	3	64.119
1090.700002193451	4	107.38
1203.099998474121	3	60.342
1138.600004196167	3	72.862
1192.0000054836273	3	105.005
1114.00000333786	4	136.139
1150.1999998092651	3	84.954
1138.7000060081482	3	64.837
1193.2000002861023	3	76.323
1040.9000024795532	4	100.694
1129.700002193451	3	67.772
1150.7000041007996	3	61.409
1162.5000023841858	3	86.968
1128.4000113010406	3	106.175
1165.8000047206879	3	51.723
