fo	n	time
847.400000333786	2	182.099
769.3999985456467	3	147.341
832.3999956846237	2	81.82
855.6999958753586	2	172.195
762.0999978780746	3	175.89
858.6999996900558	2	116.689
851.2999985218048	2	159.886
842.3999975919724	2	149.506
853.6999946832657	2	153.935
835.7000017166138	2	114.223
896.9999980926514	2	156.022
759.4999984502792	3	68.496
876.6000018119812	2	98.454
877.2999993562698	2	138.007
839.5999979972839	2	147.969
865.3000000715256	2	88.678
876.6999999284744	2	101.009
848.9999960660934	2	44.069
843.1999977827072	2	133.011
755.3999973535538	3	100.204
852.8000005483627	2	83.213
829.5000003576279	2	70.129
841.7999966144562	2	152.139
853.5999989509583	2	56.11
760.9999989271164	3	87.756
857.0999981164932	2	62.397
845.0999991893768	2	131.366
845.4999955892563	2	129.155
859.6000027656555	2	147.648
838.3999980688095	2	100.745
