fo	n	time
1109.3999980688095	11	202.42
1089.599998474121	11	196.636
1099.1999990940094	11	173.257
1091.6000001430511	11	231.563
1070.4999996423721	11	129.998
1085.299997806549	11	139.293
1093.1000008583069	11	253.272
1096.1000009775162	11	238.72
1119.500001192093	11	173.257
1079.2000002861023	11	162.508
1080.5999989509583	11	217.04
1111.9999989271164	11	210.294
1072.1000019311905	11	221.619
1087.6999975442886	11	192.905
1086.999996304512	11	178.574
1102.099997162819	11	234.312
1095.3000047206879	11	209.554
1090.9999990463257	11	161.426
1076.5000029802322	11	174.16
1086.6000037193298	11	230.152
1094.5999990701675	11	221.984
1077.5999997854233	11	82.263
1111.8999972343445	11	197.794
1105.1999932527542	11	234.651
1111.0999993085861	11	208.007
1101.299997806549	11	202.468
1094.699999332428	11	203.325
1098.599997162819	11	234.039
1076.3999962806702	11	196.684
1079.5000023841858	11	156.638
